ProviderId,DataYear,FiscalYear,AHRQ_PSI_90_Score,CLABSI_Score,CAUTI_Score,SSI_Score
320003,2014,2015,4,Not Available,1,NULL
320003,2015,2016,3,Not Available,5,6
320003,2016,2016,3.0000,N/A,5,6
320004,2014,2015,3,6,9,NULL
320004,2015,2016,1,7,7,6
320004,2016,2016,1.0000,7,7,6
320005,2014,2015,5,8,9,NULL
320005,2015,2016,8,9,10,6
320005,2016,2016,8.0000,9,10,6
320006,2014,2015,5,10,7,NULL
320006,2015,2016,10,7,1,1
320006,2016,2016,10.0000,7,1,1
320009,2014,2015,6,6,3,NULL
320009,2015,2016,8,9,2,6
320009,2016,2016,8.0000,9,2,6
320011,2014,2015,4,1,1,NULL
320011,2015,2016,5,1,1,1
320011,2016,2016,5.0000,1,1,1
320013,2014,2015,10,Not Available,8,NULL
320013,2015,2016,9,Not Available,Not Available,5
320013,2016,2016,9.0000,N/A,N/A,5
320016,2014,2015,10,Not Available,10,NULL
320016,2015,2016,10,Not Available,9,5
320016,2016,2016,10.0000,N/A,9,5
320017,2014,2015,3,3,3,NULL
320017,2015,2016,4,4,3,3
320017,2016,2016,4.0000,4,3,3
320018,2014,2015,9,3,9,NULL
320018,2015,2016,7,3,7,9
320018,2016,2016,7.0000,3,7,9
320021,2014,2015,8,6,9,NULL
320021,2015,2016,8,9,10,6
320021,2016,2016,8.0000,9,10,6
320022,2014,2015,6,Not Available,1,NULL
320022,2015,2016,9,Not Available,1,5
320022,2016,2016,9.0000,N/A,1,5
320030,2014,2015,8,Not Available,Not Available,NULL
320030,2015,2016,4,Not Available,Not Available,Not Available
320030,2016,2016,4.0000,N/A,N/A,N/A
320033,2014,2015,9,Not Available,Not Available,NULL
320033,2015,2016,6,Not Available,Not Available,Not Available
320033,2016,2016,6.0000,N/A,N/A,N/A
320038,2014,2015,2,Not Available,6,NULL
320038,2015,2016,2,Not Available,Not Available,Not Available
320038,2016,2016,2.0000,N/A,N/A,N/A
320057,2014,2015,7,Not Available,Not Available,NULL
320057,2015,2016,Not Available,Not Available,Not Available,Not Available
320057,2016,2016,N/A,N/A,N/A,N/A
320058,2014,2015,7,Not Available,Not Available,NULL
320058,2015,2016,Not Available,Not Available,Not Available,Not Available
320058,2016,2016,N/A,N/A,N/A,N/A
320059,2014,2015,8,Not Available,Not Available,NULL
320059,2015,2016,9,Not Available,Not Available,10
320059,2016,2016,9.0000,N/A,N/A,10
320060,2014,2015,6,Not Available,Not Available,NULL
320060,2015,2016,6,Not Available,Not Available,Not Available
320060,2016,2016,6.0000,N/A,N/A,N/A
320061,2014,2015,2,10,1,NULL
320061,2015,2016,4,10,1,10
320061,2016,2016,4.0000,10,1,10
320062,2014,2015,7,Not Available,Not Available,NULL
320062,2015,2016,6,Not Available,Not Available,Not Available
320062,2016,2016,6.0000,N/A,N/A,N/A
320063,2014,2015,2,1,1,NULL
320063,2015,2016,8,1,1,7
320063,2016,2016,8.0000,1,1,7
320065,2014,2015,2,Not Available,1,NULL
320065,2015,2016,3,Not Available,1,Not Available
320065,2016,2016,3.0000,N/A,1,N/A
320067,2014,2015,7,Not Available,Not Available,NULL
320067,2015,2016,6,Not Available,Not Available,Not Available
320067,2016,2016,6.0000,N/A,N/A,N/A
320070,2014,2015,7,Not Available,Not Available,NULL
320070,2015,2016,Not Available,Not Available,Not Available,Not Available
320070,2016,2016,N/A,N/A,N/A,N/A
320074,2014,2015,5,Not Available,4,NULL
320074,2015,2016,7,Not Available,4,Not Available
320074,2016,2016,7.0000,N/A,4,N/A
320084,2014,2015,8,Not Available,Not Available,NULL
320084,2015,2016,5,Not Available,Not Available,Not Available
320084,2016,2016,5.0000,N/A,N/A,N/A
320085,2014,2015,2,4,5,NULL
320085,2015,2016,3,3,7,7
320085,2016,2016,3.0000,3,7,7
320086,2014,2015,3,Not Available,Not Available,NULL
320086,2015,2016,5,Not Available,Not Available,4
320086,2016,2016,5.0000,N/A,N/A,4
320089,2014,2015,6,Not Available,1,NULL
320089,2015,2016,8,1,1,Not Available
320089,2016,2016,8.0000,1,1,N/A
330003,2014,2015,3,9,5,NULL
330003,2015,2016,6,1,3,6
330003,2016,2016,6.0000,1,3,6
330004,2014,2015,2,1,2,NULL
330004,2015,2016,2,3,1,1
330004,2016,2016,2.0000,3,1,1
330005,2014,2015,9,8,9,NULL
330005,2015,2016,10,7,9,8
330005,2016,2016,10.0000,7,9,8
330006,2014,2015,4,10,8,NULL
330006,2015,2016,5,9,9,5
330006,2016,2016,5.0000,9,9,5
330008,2014,2015,8,Not Available,Not Available,NULL
330008,2015,2016,7,Not Available,Not Available,1
330008,2016,2016,7.0000,N/A,N/A,1
330009,2014,2015,7,6,5,NULL
330009,2015,2016,8,6,3,2
330009,2016,2016,8.0000,6,3,2
330011,2014,2015,9,3,1,NULL
330011,2015,2016,8,4,3,5
330011,2016,2016,8.0000,4,3,5
330013,2014,2015,7,3,8,NULL
330013,2015,2016,7,4,8,9
330013,2016,2016,7.0000,4,8,9
330014,2014,2015,3,10,10,NULL
330014,2015,2016,1,9,9,9
330014,2016,2016,1.0000,9,9,9
330019,2014,2015,1,7,3,NULL
330019,2015,2016,1,1,3,4
330019,2016,2016,1.0000,1,3,4
330023,2014,2015,3,6,4,NULL
330023,2015,2016,2,4,5,3
330023,2016,2016,2.0000,4,5,3
330024,2014,2015,8,6,2,NULL
330024,2015,2016,6,4,3,9
330024,2016,2016,6.0000,4,3,9
330027,2014,2015,2,5,7,NULL
330027,2015,2016,7,4,5,8
330027,2016,2016,7.0000,4,5,8
330028,2014,2015,9,6,3,NULL
330028,2015,2016,10,6,6,5
330028,2016,2016,10.0000,6,6,5
330030,2014,2015,4,4,1,NULL
330030,2015,2016,10,1,4,4
330030,2016,2016,10.0000,1,4,4
330033,2014,2015,8,Not Available,5,NULL
330033,2015,2016,7,Not Available,4,Not Available
330033,2016,2016,7.0000,N/A,4,N/A
330043,2014,2015,8,6,10,NULL
330043,2015,2016,9,4,10,10
330043,2016,2016,9.0000,4,10,10
330044,2014,2015,8,9,7,NULL
330044,2015,2016,7,4,5,6
330044,2016,2016,7.0000,4,5,6
330045,2014,2015,2,7,9,NULL
330045,2015,2016,2,5,8,9
330045,2016,2016,2.0000,5,8,9
330046,2014,2015,10,6,8,NULL
330046,2015,2016,9,4,6,7
330046,2016,2016,9.0000,4,6,7
330047,2014,2015,1,Not Available,1,NULL
330047,2015,2016,1,Not Available,1,7
330047,2016,2016,1.0000,N/A,1,7
330049,2014,2015,2,Not Available,5,NULL
330049,2015,2016,3,Not Available,10,10
330049,2016,2016,3.0000,N/A,10,10
330053,2014,2015,8,Not Available,6,NULL
330055,2014,2015,3,4,4,NULL
330055,2015,2016,3,6,5,7
330055,2016,2016,3.0000,6,5,7
330056,2014,2015,9,9,8,NULL
330056,2015,2016,10,10,10,8
330056,2016,2016,10.0000,10,10,8
330057,2014,2015,2,8,8,NULL
330057,2015,2016,7,5,8,9
330057,2016,2016,7.0000,5,8,9
330058,2014,2015,8,1,5,NULL
330058,2015,2016,7,5,8,10
330058,2016,2016,7.0000,5,8,10
330059,2014,2015,10,4,9,NULL
330059,2015,2016,10,5,8,8
330059,2016,2016,10.0000,5,8,8
330061,2014,2015,3,7,9,NULL
330061,2015,2016,3,6,7,4
330061,2016,2016,3.0000,6,7,4
330065,2014,2015,1,8,4,NULL
330065,2015,2016,4,1,4,10
330065,2016,2016,4.0000,1,4,10
330067,2014,2015,3,3,6,NULL
330073,2014,2015,4,1,3,NULL
330073,2015,2016,2,1,3,10
330073,2016,2016,2.0000,1,3,10
330074,2014,2015,6,1,9,NULL
330074,2015,2016,2,1,3,10
330074,2016,2016,2.0000,1,3,10
330078,2014,2015,1,8,5,NULL
330078,2015,2016,2,3,6,9
330078,2016,2016,2.0000,3,6,9
330079,2014,2015,10,1,7,NULL
330079,2015,2016,10,1,4,8
330079,2016,2016,10.0000,1,4,8
330080,2014,2015,1,9,4,NULL
330080,2015,2016,3,9,4,7
330080,2016,2016,3.0000,9,4,7
330084,2014,2015,8,Not Available,6,NULL
330084,2015,2016,8,Not Available,1,1
330084,2016,2016,8.0000,N/A,1,1
330085,2014,2015,7,1,6,NULL
330085,2015,2016,8,Not Available,Not Available,5
330085,2016,2016,8.0000,N/A,N/A,5
330086,2014,2015,10,9,1,NULL
330086,2015,2016,7,10,1,9
330086,2016,2016,7.0000,10,1,9
330088,2014,2015,5,Not Available,Not Available,NULL
330088,2015,2016,8,Not Available,Not Available,Not Available
330088,2016,2016,8.0000,N/A,N/A,N/A
330090,2014,2015,1,5,1,NULL
330090,2015,2016,1,9,3,8
330090,2016,2016,1.0000,9,3,8
330094,2014,2015,10,9,6,NULL
330094,2015,2016,10,6,7,8
330094,2016,2016,10.0000,6,7,8
330096,2014,2015,8,1,1,NULL
330096,2015,2016,9,1,1,9
330096,2016,2016,9.0000,1,1,9
330100,2014,2015,5,Not Available,Not Available,NULL
330100,2015,2016,6,Not Available,Not Available,Not Available
330100,2016,2016,6.0000,N/A,N/A,N/A
330101,2014,2015,5,7,9,NULL
330101,2015,2016,5,7,8,7
330101,2016,2016,5.0000,7,8,7
330102,2014,2015,9,3,8,NULL
330102,2015,2016,8,1,9,9
330102,2016,2016,8.0000,1,9,9
330103,2014,2015,5,4,4,NULL
330103,2015,2016,9,4,4,6
330103,2016,2016,9.0000,4,4,6
330104,2014,2015,2,10,5,NULL
330104,2015,2016,1,9,6,6
330104,2016,2016,1.0000,9,6,6
330106,2014,2015,10,6,9,NULL
330106,2015,2016,10,4,9,9
330106,2016,2016,10.0000,4,9,9
330107,2014,2015,8,1,1,NULL
330107,2015,2016,10,8,1,1
330107,2016,2016,10.0000,8,1,1
330108,2014,2015,2,1,1,NULL
330108,2015,2016,3,Not Available,Not Available,Not Available
330108,2016,2016,3.0000,N/A,N/A,N/A
330111,2014,2015,6,Not Available,Not Available,NULL
330111,2015,2016,6,Not Available,Not Available,Not Available
330111,2016,2016,6.0000,N/A,N/A,N/A
330115,2014,2015,4,Not Available,1,NULL
330115,2015,2016,4,Not Available,1,7
330115,2016,2016,4.0000,N/A,1,7
330119,2014,2015,10,7,10,NULL
330119,2015,2016,9,5,10,9
330119,2016,2016,9.0000,5,10,9
330125,2014,2015,9,2,4,NULL
330125,2015,2016,10,3,5,9
330125,2016,2016,10.0000,3,5,9
330126,2014,2015,3,3,9,NULL
330126,2015,2016,2,9,10,5
330126,2016,2016,2.0000,9,10,5
330127,2014,2015,10,5,9,NULL
330127,2015,2016,10,5,6,9
330127,2016,2016,10.0000,5,6,9
330128,2014,2015,3,9,8,NULL
330128,2015,2016,4,5,8,10
330128,2016,2016,4.0000,5,8,10
330132,2014,2015,5,Not Available,Not Available,NULL
330132,2015,2016,5,Not Available,Not Available,Not Available
330132,2016,2016,5.0000,N/A,N/A,N/A
330135,2014,2015,1,1,1,NULL
330135,2015,2016,4,8,3,1
330135,2016,2016,4.0000,8,3,1
330136,2014,2015,4,6,7,NULL
330136,2015,2016,8,8,5,6
330136,2016,2016,8.0000,8,5,6
330140,2014,2015,6,4,5,NULL
330140,2015,2016,7,7,8,9
330140,2016,2016,7.0000,7,8,9
330141,2014,2015,1,5,9,NULL
330141,2015,2016,3,5,8,10
330141,2016,2016,3.0000,5,8,10
330144,2014,2015,5,Not Available,Not Available,NULL
330144,2015,2016,5,Not Available,Not Available,Not Available
330144,2016,2016,5.0000,N/A,N/A,N/A
330151,2014,2015,9,Not Available,Not Available,NULL
330151,2015,2016,9,Not Available,Not Available,Not Available
330151,2016,2016,9.0000,N/A,N/A,N/A
330153,2014,2015,8,9,8,NULL
330153,2015,2016,5,5,7,5
330153,2016,2016,5.0000,5,7,5
330157,2014,2015,3,1,5,NULL
330157,2015,2016,2,1,4,9
330157,2016,2016,2.0000,1,4,9
330158,2014,2015,7,8,3,NULL
330158,2015,2016,5,9,7,8
330158,2016,2016,5.0000,9,7,8
330160,2014,2015,10,4,6,NULL
330160,2015,2016,10,5,5,5
330160,2016,2016,10.0000,5,5,5
330162,2014,2015,8,7,9,NULL
330162,2015,2016,9,8,5,9
330162,2016,2016,9.0000,8,5,9
330163,2014,2015,1,1,10,NULL
330163,2015,2016,4,1,10,10
330163,2016,2016,4.0000,1,10,10
330164,2014,2015,6,9,9,NULL
330164,2015,2016,3,6,8,9
330164,2016,2016,3.0000,6,8,9
330166,2014,2015,7,Not Available,Not Available,NULL
330166,2015,2016,Not Available,Not Available,Not Available,Not Available
330166,2016,2016,N/A,N/A,N/A,N/A
330167,2014,2015,7,3,6,NULL
330167,2015,2016,5,3,5,3
330167,2016,2016,5.0000,3,5,3
330169,2014,2015,6,6,4,NULL
330169,2015,2016,5,5,3,7
330169,2016,2016,5.0000,5,3,7
330175,2014,2015,9,6,1,NULL
330175,2015,2016,3,9,1,4
330175,2016,2016,3.0000,9,1,4
330180,2014,2015,2,7,7,NULL
330180,2015,2016,7,4,7,7
330180,2016,2016,7.0000,4,7,7
330181,2014,2015,5,6,9,NULL
330181,2015,2016,9,10,10,3
330181,2016,2016,9.0000,10,10,3
330182,2014,2015,4,4,8,NULL
330182,2015,2016,7,5,8,8
330182,2016,2016,7.0000,5,8,8
330184,2014,2015,6,4,10,NULL
330184,2015,2016,5,4,10,9
330184,2016,2016,5.0000,4,10,9
330185,2014,2015,1,10,8,NULL
330185,2015,2016,3,7,7,7
330185,2016,2016,3.0000,7,7,7
330188,2014,2015,9,1,8,NULL
330188,2015,2016,8,1,8,10
330188,2016,2016,8.0000,1,8,10
330191,2014,2015,2,7,9,NULL
330191,2015,2016,2,7,9,4
330191,2016,2016,2.0000,7,9,4
330193,2014,2015,2,8,10,NULL
330193,2015,2016,5,9,10,10
330193,2016,2016,5.0000,9,10,10
330194,2014,2015,9,2,8,NULL
330194,2015,2016,9,2,5,9
330194,2016,2016,9.0000,2,5,9
330195,2014,2015,7,4,9,NULL
330195,2015,2016,8,3,7,10
330195,2016,2016,8.0000,3,7,10
330196,2014,2015,5,9,10,NULL
330196,2015,2016,8,10,10,3
330196,2016,2016,8.0000,10,10,3
330197,2014,2015,3,Not Available,9,NULL
330197,2015,2016,8,Not Available,1,7
330197,2016,2016,8.0000,N/A,1,7
330198,2014,2015,3,4,5,NULL
330198,2015,2016,5,3,8,4
330198,2016,2016,5.0000,3,8,4
330199,2014,2015,5,7,9,NULL
330199,2015,2016,4,8,6,10
330199,2016,2016,4.0000,8,6,10
330201,2014,2015,2,10,10,NULL
330201,2015,2016,4,10,7,7
330201,2016,2016,4.0000,10,7,7
330202,2014,2015,10,9,10,NULL
330202,2015,2016,9,9,9,9
330202,2016,2016,9.0000,9,9,9
330203,2014,2015,9,8,10,NULL
330203,2015,2016,9,9,10,8
330203,2016,2016,9.0000,9,10,8
330204,2014,2015,7,7,5,NULL
330204,2015,2016,6,5,5,7
330204,2016,2016,6.0000,5,5,7
330205,2014,2015,8,1,1,NULL
330205,2015,2016,7,1,1,1
330205,2016,2016,7.0000,1,1,1
330208,2014,2015,1,9,10,NULL
330208,2015,2016,1,10,10,7
330208,2016,2016,1.0000,10,10,7
330211,2014,2015,2,1,1,NULL
330211,2015,2016,4,Not Available,1,8
330211,2016,2016,4.0000,N/A,1,8
330214,2014,2015,8,6,7,NULL
330214,2015,2016,7,4,6,10
330214,2016,2016,7.0000,4,6,10
330215,2014,2015,6,6,8,NULL
330215,2015,2016,6,7,9,3
330215,2016,2016,6.0000,7,9,3
330218,2014,2015,2,1,2,NULL
330218,2015,2016,2,1,1,8
330218,2016,2016,2.0000,1,1,8
330219,2014,2015,2,8,5,NULL
330219,2015,2016,4,5,5,4
330219,2016,2016,4.0000,5,5,4
330221,2014,2015,10,7,9,NULL
330221,2015,2016,3,10,9,9
330221,2016,2016,3.0000,10,9,9
330222,2014,2015,10,8,10,NULL
330222,2015,2016,9,5,9,5
330222,2016,2016,9.0000,5,9,5
330223,2014,2015,10,Not Available,Not Available,NULL
330223,2015,2016,10,Not Available,Not Available,Not Available
330223,2016,2016,10.0000,N/A,N/A,N/A
330224,2014,2015,4,Not Available,Not Available,NULL
330224,2015,2016,2,Not Available,Not Available,Not Available
330224,2016,2016,2.0000,N/A,N/A,N/A
330226,2014,2015,3,3,10,NULL
330226,2015,2016,3,6,9,8
330226,2016,2016,3.0000,6,9,8
330229,2014,2015,8,Not Available,1,NULL
330229,2015,2016,6,Not Available,1,5
330229,2016,2016,6.0000,N/A,1,5
330231,2014,2015,4,7,10,NULL
330231,2015,2016,2,9,10,5
330231,2016,2016,2.0000,9,10,5
330232,2014,2015,5,1,7,NULL
330232,2015,2016,1,5,7,7
330232,2016,2016,1.0000,5,7,7
330233,2014,2015,9,10,10,NULL
330233,2015,2016,8,9,10,9
330233,2016,2016,8.0000,9,10,9
330234,2014,2015,9,4,9,NULL
330234,2015,2016,10,5,8,9
330234,2016,2016,10.0000,5,8,9
330235,2014,2015,2,1,Not Available,NULL
330235,2015,2016,3,6,Not Available,3
330235,2016,2016,3.0000,6,N/A,3
330236,2014,2015,7,6,10,NULL
330236,2015,2016,10,5,9,3
330236,2016,2016,10.0000,5,9,3
330238,2014,2015,2,Not Available,5,NULL
330238,2015,2016,2,Not Available,7,3
330238,2016,2016,2.0000,N/A,7,3
330239,2014,2015,1,9,10,NULL
330239,2015,2016,1,5,10,3
330239,2016,2016,1.0000,5,10,3
330240,2014,2015,5,1,3,NULL
330240,2015,2016,5,1,5,9
330240,2016,2016,5.0000,1,5,9
330241,2014,2015,10,4,8,NULL
330241,2015,2016,10,4,7,5
330241,2016,2016,10.0000,4,7,5
330245,2014,2015,10,5,6,NULL
330245,2015,2016,10,7,6,9
330245,2016,2016,10.0000,7,6,9
330246,2014,2015,4,9,5,NULL
330246,2015,2016,7,10,4,2
330246,2016,2016,7.0000,10,4,2
330249,2014,2015,Not Available,Not Available,Not Available,NULL
330250,2014,2015,9,9,3,NULL
330250,2015,2016,9,8,5,9
330250,2016,2016,9.0000,8,5,9
330259,2014,2015,5,1,7,NULL
330259,2015,2016,7,3,8,6
330259,2016,2016,7.0000,3,8,6
330261,2014,2015,7,8,6,NULL
330261,2015,2016,6,8,5,5
330261,2016,2016,6.0000,8,5,5
330263,2014,2015,8,Not Available,9,NULL
330264,2014,2015,1,7,9,NULL
330264,2015,2016,1,5,7,8
330264,2016,2016,1.0000,5,7,8
330265,2014,2015,5,Not Available,8,NULL
330265,2015,2016,4,Not Available,5,10
330265,2016,2016,4.0000,N/A,5,10
330267,2014,2015,7,1,2,NULL
330267,2015,2016,10,1,4,3
330267,2016,2016,10.0000,1,4,3
330268,2014,2015,5,Not Available,Not Available,NULL
330268,2015,2016,5,Not Available,Not Available,Not Available
330268,2016,2016,5.0000,N/A,N/A,N/A
330270,2014,2015,1,Not Available,Not Available,NULL
330270,2015,2016,4,Not Available,Not Available,Not Available
330270,2016,2016,4.0000,N/A,N/A,N/A
330273,2014,2015,9,10,3,NULL
330273,2015,2016,9,1,5,4
330273,2016,2016,9.0000,1,5,4
330276,2014,2015,8,Not Available,1,NULL
330276,2015,2016,8,Not Available,1,Not Available
330276,2016,2016,8.0000,N/A,1,N/A
330277,2014,2015,2,Not Available,7,NULL
330277,2015,2016,1,Not Available,1,1
330277,2016,2016,1.0000,N/A,1,1
330279,2014,2015,6,6,8,NULL
330279,2015,2016,8,3,9,9
330279,2016,2016,8.0000,3,9,9
330285,2014,2015,9,6,8,NULL
330285,2015,2016,5,6,8,8
330285,2016,2016,5.0000,6,8,8
330286,2014,2015,4,4,10,NULL
330286,2015,2016,9,5,10,6
330286,2016,2016,9.0000,5,10,6
330304,2014,2015,6,4,4,NULL
330304,2015,2016,8,7,9,5
330304,2016,2016,8.0000,7,9,5
330306,2014,2015,8,6,7,NULL
330306,2015,2016,9,7,6,8
330306,2016,2016,9.0000,7,6,8
330307,2014,2015,7,10,2,NULL
330307,2015,2016,7,10,2,10
330307,2016,2016,7.0000,10,2,10
330331,2014,2015,8,7,9,NULL
330331,2015,2016,9,1,8,8
330331,2016,2016,9.0000,1,8,8
330332,2014,2015,3,8,10,NULL
330332,2015,2016,7,5,10,8
330332,2016,2016,7.0000,5,10,8
330340,2014,2015,8,1,4,NULL
330340,2015,2016,7,1,5,2
330340,2016,2016,7.0000,1,5,2
330350,2014,2015,10,8,3,NULL
330350,2015,2016,10,5,2,4
330350,2016,2016,10.0000,5,2,4
330353,2014,2015,1,3,8,NULL
330353,2015,2016,1,3,6,6
330353,2016,2016,1.0000,3,6,6
330372,2014,2015,4,7,6,NULL
330372,2015,2016,2,8,6,4
330372,2016,2016,2.0000,8,6,4
330385,2014,2015,4,8,9,NULL
330385,2015,2016,4,1,7,Not Available
330385,2016,2016,4.0000,1,7,N/A
330386,2014,2015,9,1,1,NULL
330386,2015,2016,10,9,4,1
330386,2016,2016,10.0000,9,4,1
330393,2014,2015,10,7,9,NULL
330393,2015,2016,10,8,10,9
330393,2016,2016,10.0000,8,10,9
330394,2014,2015,6,3,2,NULL
330394,2015,2016,8,6,3,8
330394,2016,2016,8.0000,6,3,8
330395,2014,2015,10,10,3,NULL
330395,2015,2016,9,10,2,10
330395,2016,2016,9.0000,10,2,10
330396,2014,2015,3,10,3,NULL
330396,2015,2016,2,10,6,7
330396,2016,2016,2.0000,10,6,7
330397,2014,2015,2,6,4,NULL
330397,2015,2016,4,6,2,1
330397,2016,2016,4.0000,6,2,1
330399,2014,2015,8,6,8,NULL
330399,2015,2016,8,5,8,10
330399,2016,2016,8.0000,5,8,10
330401,2014,2015,4,4,8,NULL
330401,2015,2016,3,7,9,3
330401,2016,2016,3.0000,7,9,3
330403,2014,2015,7,Not Available,Not Available,NULL
330403,2015,2016,Not Available,Not Available,Not Available,Not Available
330403,2016,2016,N/A,N/A,N/A,N/A
330404,2014,2015,6,Not Available,Not Available,NULL
330404,2015,2016,6,Not Available,Not Available,Not Available
330404,2016,2016,6.0000,N/A,N/A,N/A
330405,2014,2015,6,Not Available,Not Available,NULL
330405,2015,2016,6,Not Available,Not Available,Not Available
330405,2016,2016,6.0000,N/A,N/A,N/A
330406,2014,2015,6,Not Available,Not Available,NULL
330406,2015,2016,6,Not Available,Not Available,Not Available
330406,2016,2016,6.0000,N/A,N/A,N/A
330409,2015,2016,Not Available,Not Available,Not Available,Not Available
340001,2014,2015,4,7,10,NULL
340001,2015,2016,3,6,10,6
340001,2016,2016,3.0000,6,10,6
340002,2014,2015,1,4,6,NULL
340002,2015,2016,2,5,5,5
340002,2016,2016,2.0000,5,5,5
340003,2014,2015,1,Not Available,3,NULL
340003,2015,2016,5,Not Available,1,9
340003,2016,2016,5.0000,N/A,1,9
340004,2014,2015,2,7,3,NULL
340004,2015,2016,4,10,5,2
340004,2016,2016,4.0000,10,5,2
340008,2014,2015,2,1,7,NULL
340008,2015,2016,1,Not Available,Not Available,8
340008,2016,2016,1.0000,N/A,N/A,8
340010,2014,2015,1,8,8,NULL
340010,2015,2016,1,4,7,4
340010,2016,2016,1.0000,4,7,4
340011,2014,2015,5,Not Available,5,NULL
340013,2014,2015,6,Not Available,10,NULL
340013,2015,2016,7,Not Available,10,10
340013,2016,2016,7.0000,N/A,10,10
340014,2014,2015,7,5,7,NULL
340014,2015,2016,5,5,7,7
340014,2016,2016,5.0000,5,7,7
340015,2014,2015,3,4,7,NULL
340015,2015,2016,5,6,7,9
340015,2016,2016,5.0000,6,7,9
340016,2014,2015,5,1,1,NULL
340016,2015,2016,8,1,4,9
340016,2016,2016,8.0000,1,4,9
340017,2014,2015,6,1,3,NULL
340017,2015,2016,4,Not Available,3,1
340017,2016,2016,4.0000,N/A,3,1
340020,2014,2015,9,1,1,NULL
340020,2015,2016,6,4,1,2
340020,2016,2016,6.0000,4,1,2
340021,2014,2015,8,6,7,NULL
340021,2015,2016,6,9,6,10
340021,2016,2016,6.0000,9,6,10
340023,2014,2015,1,9,3,NULL
340023,2015,2016,1,8,3,3
340023,2016,2016,1.0000,8,3,3
340024,2014,2015,5,Not Available,4,NULL
340024,2015,2016,2,Not Available,1,1
340024,2016,2016,2.0000,N/A,1,1
340027,2014,2015,9,10,1,NULL
340027,2015,2016,5,10,8,9
340027,2016,2016,5.0000,10,8,9
340028,2014,2015,8,9,9,NULL
340028,2015,2016,9,7,9,5
340028,2016,2016,9.0000,7,9,5
340030,2014,2015,7,7,7,NULL
340030,2015,2016,6,7,6,2
340030,2016,2016,6.0000,7,6,2
340032,2014,2015,8,6,7,NULL
340032,2015,2016,2,7,5,5
340032,2016,2016,2.0000,7,5,5
340036,2014,2015,8,Not Available,1,NULL
340036,2015,2016,9,Not Available,1,Not Available
340037,2014,2015,2,Not Available,3,NULL
340037,2015,2016,2,Not Available,1,5
340037,2016,2016,2.0000,N/A,1,5
340039,2014,2015,5,1,3,NULL
340039,2015,2016,1,1,2,5
340039,2016,2016,1.0000,1,2,5
340040,2014,2015,10,8,10,NULL
340040,2015,2016,10,7,10,6
340040,2016,2016,10.0000,7,10,6
340041,2014,2015,8,3,4,NULL
340041,2015,2016,9,3,3,4
340041,2016,2016,9.0000,3,3,4
340042,2014,2015,1,1,3,NULL
340042,2015,2016,3,1,3,3
340042,2016,2016,3.0000,1,3,3
340047,2014,2015,9,4,4,NULL
340047,2015,2016,10,5,5,7
340047,2016,2016,10.0000,5,5,7
340049,2014,2015,4,Not Available,Not Available,NULL
340049,2015,2016,8,Not Available,Not Available,Not Available
340049,2016,2016,8.0000,N/A,N/A,N/A
340050,2014,2015,9,10,8,NULL
340050,2015,2016,10,10,10,6
340050,2016,2016,10.0000,10,10,6
340051,2014,2015,5,5,3,NULL
340051,2015,2016,5,1,2,7
340051,2016,2016,5.0000,1,2,7
340053,2014,2015,10,5,7,NULL
340053,2015,2016,9,8,9,6
340053,2016,2016,9.0000,8,9,6
340060,2014,2015,5,Not Available,1,NULL
340060,2015,2016,2,Not Available,3,3
340060,2016,2016,2.0000,N/A,3,3
340061,2014,2015,9,7,6,NULL
340061,2015,2016,9,7,7,9
340061,2016,2016,9.0000,7,7,9
340064,2014,2015,6,1,3,NULL
340064,2015,2016,6,1,1,Not Available
340064,2016,2016,6.0000,1,1,N/A
340068,2014,2015,2,7,8,NULL
340068,2015,2016,3,1,10,1
340068,2016,2016,3.0000,1,10,1
340069,2014,2015,9,8,8,NULL
340069,2015,2016,10,7,9,5
340069,2016,2016,10.0000,7,9,5
340070,2014,2015,7,9,10,NULL
340070,2015,2016,5,4,10,7
340070,2016,2016,5.0000,4,10,7
340071,2014,2015,5,1,1,NULL
340071,2015,2016,2,Not Available,1,8
340071,2016,2016,2.0000,N/A,1,8
340073,2014,2015,1,3,7,NULL
340073,2015,2016,2,1,5,4
340073,2016,2016,2.0000,1,5,4
340075,2014,2015,2,9,4,NULL
340075,2015,2016,3,4,4,6
340075,2016,2016,3.0000,4,4,6
340084,2014,2015,5,Not Available,Not Available,NULL
340084,2015,2016,6,Not Available,Not Available,Not Available
340084,2016,2016,6.0000,N/A,N/A,N/A
340085,2014,2015,9,Not Available,5,NULL
340085,2015,2016,9,Not Available,3,5
340085,2016,2016,9.0000,N/A,3,5
340087,2014,2015,6,Not Available,3,NULL
340087,2015,2016,5,Not Available,6,1
340087,2016,2016,5.0000,N/A,6,1
340090,2014,2015,2,5,4,NULL
340090,2015,2016,1,8,4,8
340090,2016,2016,1.0000,8,4,8
340091,2014,2015,2,3,6,NULL
340091,2015,2016,1,3,6,5
340091,2016,2016,1.0000,3,6,5
340096,2014,2015,6,1,3,NULL
340096,2015,2016,6,1,8,1
340096,2016,2016,6.0000,1,8,1
340097,2014,2015,3,Not Available,Not Available,NULL
