ProviderId,DataYear,MId_3_AchievementPoints,MId_6_AchievementPoints,MId_7_AchievementPoints,MId_1_AchievementPoints,MId_4_AchievementPoints,MId_5_AchievementPoints,MId_2_AchievementPoints,MId_8_AchievementPoints,MId_3_ImprovementPoints,MId_6_ImprovementPoints,MId_7_ImprovementPoints,MId_1_ImprovementPoints,MId_4_ImprovementPoints,MId_5_ImprovementPoints,MId_2_ImprovementPoints,MId_8_ImprovementPoints,MId_3_DimensionScore,MId_6_DimensionScore,MId_7_DimensionScore,MId_1_DimensionScore,MId_4_DimensionScore,MId_5_DimensionScore,MId_2_DimensionScore,MId_8_DimensionScore
010001,2013,5 out of 10,5 out of 10,3 out of 10,4 out of 10,3 out of 10,4 out of 10,5 out of 10,0 out of 10,4 out of 9,5 out of 9,4 out of 9,4 out of 9,4 out of 9,4 out of 9,6 out of 9,3 out of 9,5 out of 10,5 out of 10,4 out of 10,4 out of 10,4 out of 10,4 out of 10,6 out of 10,3 out of 10
010001,2014,4 out of 10,3 out of 10,0 out of 10,3 out of 10,0 out of 10,2 out of 10,1 out of 10,0 out of 10,0 out of 9,2 out of 9,0 out of 9,2 out of 9,2 out of 9,3 out of 9,0 out of 9,1 out of 9,4 out of 10,3 out of 10,0 out of 10,3 out of 10,2 out of 10,3 out of 10,1 out of 10,1 out of 10
010001,2015,0 out of 10,1 out of 10,0 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 10,1 out of 10,0 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10
010001,2016,0 out of 10,1 out of 10,0 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 10,1 out of 10,0 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10
010005,2013,8 out of 10,7 out of 10,7 out of 10,9 out of 10,8 out of 10,5 out of 10,6 out of 10,3 out of 10,0 out of 9,7 out of 9,6 out of 9,9 out of 9,5 out of 9,2 out of 9,6 out of 9,0 out of 9,8 out of 10,7 out of 10,7 out of 10,9 out of 10,8 out of 10,5 out of 10,6 out of 10,3 out of 10
010005,2014,10 out of 10,5 out of 10,7 out of 10,4 out of 10,7 out of 10,6 out of 10,7 out of 10,5 out of 10,9 out of 9,0 out of 9,2 out of 9,0 out of 9,3 out of 9,5 out of 9,0 out of 9,4 out of 9,10 out of 10,5 out of 10,7 out of 10,4 out of 10,7 out of 10,6 out of 10,7 out of 10,5 out of 10
010005,2015,7 out of 10,5 out of 10,5 out of 10,6 out of 10,6 out of 10,7 out of 10,7 out of 10,2 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,3 out of 9,0 out of 9,0 out of 9,7 out of 10,5 out of 10,5 out of 10,6 out of 10,6 out of 10,7 out of 10,7 out of 10,2 out of 10
010005,2016,7 out of 10,5 out of 10,5 out of 10,6 out of 10,6 out of 10,7 out of 10,7 out of 10,2 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,3 out of 9,0 out of 9,0 out of 9,7 out of 10,5 out of 10,5 out of 10,6 out of 10,6 out of 10,7 out of 10,7 out of 10,2 out of 10
010006,2013,5 out of 10,0 out of 10,0 out of 10,1 out of 10,2 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,5 out of 10,0 out of 10,0 out of 10,1 out of 10,2 out of 10,0 out of 10,0 out of 10,0 out of 10
010006,2014,2 out of 10,0 out of 10,0 out of 10,0 out of 10,1 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,1 out of 9,5 out of 9,0 out of 9,1 out of 9,2 out of 10,0 out of 10,0 out of 10,0 out of 10,1 out of 10,5 out of 10,0 out of 10,1 out of 10
010006,2015,4 out of 10,0 out of 10,2 out of 10,1 out of 10,6 out of 10,0 out of 10,3 out of 10,2 out of 10,3 out of 9,3 out of 9,4 out of 9,3 out of 9,6 out of 9,4 out of 9,4 out of 9,4 out of 9,4 out of 10,3 out of 10,4 out of 10,3 out of 10,6 out of 10,4 out of 10,4 out of 10,4 out of 10
010006,2016,4 out of 10,0 out of 10,2 out of 10,1 out of 10,6 out of 10,0 out of 10,3 out of 10,2 out of 10,3 out of 9,3 out of 9,4 out of 9,3 out of 9,6 out of 9,4 out of 9,4 out of 9,4 out of 9,4 out of 10,3 out of 10,4 out of 10,3 out of 10,6 out of 10,4 out of 10,4 out of 10,4 out of 10
010007,2013,6 out of 10,0 out of 10,0 out of 10,2 out of 10,0 out of 10,0 out of 10,0 out of 10,1 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,1 out of 9,0 out of 9,0 out of 9,6 out of 10,0 out of 10,0 out of 10,2 out of 10,0 out of 10,1 out of 10,0 out of 10,1 out of 10
010007,2014,10 out of 10,2 out of 10,0 out of 10,6 out of 10,0 out of 10,5 out of 10,8 out of 10,3 out of 10,9 out of 9,4 out of 9,0 out of 9,5 out of 9,0 out of 9,8 out of 9,9 out of 9,3 out of 9,10 out of 10,4 out of 10,0 out of 10,6 out of 10,0 out of 10,8 out of 10,9 out of 10,3 out of 10
010007,2015,6 out of 10,0 out of 10,0 out of 10,4 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,1 out of 9,2 out of 9,0 out of 9,0 out of 9,1 out of 9,3 out of 9,2 out of 9,0 out of 9,6 out of 10,2 out of 10,0 out of 10,4 out of 10,1 out of 10,3 out of 10,2 out of 10,0 out of 10
010007,2016,6 out of 10,0 out of 10,0 out of 10,4 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,1 out of 9,2 out of 9,0 out of 9,0 out of 9,1 out of 9,3 out of 9,2 out of 9,0 out of 9,6 out of 10,2 out of 10,0 out of 10,4 out of 10,1 out of 10,3 out of 10,2 out of 10,0 out of 10
010008,2014,10 out of 10,0 out of 10,4 out of 10,1 out of 10,0 out of 10,0 out of 10,10 out of 10,4 out of 10,9 out of 9,0 out of 9,5 out of 9,0 out of 9,0 out of 9,0 out of 9,9 out of 9,2 out of 9,10 out of 10,0 out of 10,5 out of 10,1 out of 10,0 out of 10,0 out of 10,10 out of 10,4 out of 10
010008,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
010008,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
010011,2013,3 out of 10,3 out of 10,1 out of 10,0 out of 10,2 out of 10,0 out of 10,1 out of 10,2 out of 10,1 out of 9,0 out of 9,0 out of 9,1 out of 9,0 out of 9,1 out of 9,0 out of 9,0 out of 9,3 out of 10,3 out of 10,1 out of 10,1 out of 10,2 out of 10,1 out of 10,1 out of 10,2 out of 10
010011,2014,4 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,3 out of 10,1 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,5 out of 9,0 out of 9,0 out of 9,4 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,5 out of 10,1 out of 10,0 out of 10
010011,2015,3 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,2 out of 10,0 out of 10,0 out of 10,1 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,2 out of 9,0 out of 9,0 out of 9,3 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,2 out of 10,0 out of 10,0 out of 10
010011,2016,3 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,2 out of 10,0 out of 10,0 out of 10,1 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,2 out of 9,0 out of 9,0 out of 9,3 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,2 out of 10,0 out of 10,0 out of 10
010012,2013,4 out of 10,3 out of 10,5 out of 10,2 out of 10,3 out of 10,0 out of 10,1 out of 10,5 out of 10,0 out of 9,4 out of 9,5 out of 9,2 out of 9,4 out of 9,0 out of 9,1 out of 9,5 out of 9,4 out of 10,4 out of 10,5 out of 10,2 out of 10,4 out of 10,0 out of 10,1 out of 10,5 out of 10
010012,2014,4 out of 10,2 out of 10,3 out of 10,3 out of 10,4 out of 10,8 out of 10,4 out of 10,3 out of 10,0 out of 9,1 out of 9,0 out of 9,1 out of 9,2 out of 9,8 out of 9,3 out of 9,0 out of 9,4 out of 10,2 out of 10,3 out of 10,3 out of 10,4 out of 10,8 out of 10,4 out of 10,3 out of 10
010012,2015,3 out of 10,2 out of 10,5 out of 10,3 out of 10,4 out of 10,4 out of 10,6 out of 10,2 out of 10,2 out of 9,2 out of 9,5 out of 9,2 out of 9,2 out of 9,5 out of 9,7 out of 9,0 out of 9,3 out of 10,2 out of 10,5 out of 10,3 out of 10,4 out of 10,5 out of 10,7 out of 10,2 out of 10
010012,2016,3 out of 10,2 out of 10,5 out of 10,3 out of 10,4 out of 10,4 out of 10,6 out of 10,2 out of 10,2 out of 9,2 out of 9,5 out of 9,2 out of 9,2 out of 9,5 out of 9,7 out of 9,0 out of 9,3 out of 10,2 out of 10,5 out of 10,3 out of 10,4 out of 10,5 out of 10,7 out of 10,2 out of 10
010016,2013,3 out of 10,4 out of 10,2 out of 10,3 out of 10,1 out of 10,0 out of 10,5 out of 10,0 out of 10,0 out of 9,2 out of 9,0 out of 9,3 out of 9,1 out of 9,0 out of 9,4 out of 9,0 out of 9,3 out of 10,4 out of 10,2 out of 10,3 out of 10,1 out of 10,0 out of 10,5 out of 10,0 out of 10
010016,2014,2 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,4 out of 10,0 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,5 out of 9,0 out of 9,2 out of 9,2 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,5 out of 10,0 out of 10,2 out of 10
010016,2015,2 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,1 out of 10,2 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,2 out of 9,0 out of 9,0 out of 9,2 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,2 out of 10,2 out of 10,0 out of 10
010016,2016,2 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,1 out of 10,2 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,2 out of 9,0 out of 9,0 out of 9,2 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,2 out of 10,2 out of 10,0 out of 10
010019,2013,6 out of 10,5 out of 10,3 out of 10,5 out of 10,4 out of 10,6 out of 10,4 out of 10,4 out of 10,3 out of 9,3 out of 9,0 out of 9,0 out of 9,2 out of 9,5 out of 9,0 out of 9,2 out of 9,6 out of 10,5 out of 10,3 out of 10,5 out of 10,4 out of 10,6 out of 10,4 out of 10,4 out of 10
010019,2014,5 out of 10,4 out of 10,1 out of 10,4 out of 10,3 out of 10,3 out of 10,1 out of 10,3 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,5 out of 10,4 out of 10,1 out of 10,4 out of 10,3 out of 10,3 out of 10,1 out of 10,3 out of 10
010019,2015,7 out of 10,2 out of 10,1 out of 10,4 out of 10,2 out of 10,3 out of 10,3 out of 10,2 out of 10,4 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,1 out of 9,0 out of 9,7 out of 10,2 out of 10,1 out of 10,4 out of 10,2 out of 10,3 out of 10,3 out of 10,2 out of 10
010019,2016,7 out of 10,2 out of 10,1 out of 10,4 out of 10,2 out of 10,3 out of 10,3 out of 10,2 out of 10,4 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,1 out of 9,0 out of 9,7 out of 10,2 out of 10,1 out of 10,4 out of 10,2 out of 10,3 out of 10,3 out of 10,2 out of 10
010021,2013,5 out of 10,0 out of 10,5 out of 10,2 out of 10,5 out of 10,0 out of 10,8 out of 10,0 out of 10,0 out of 9,1 out of 9,3 out of 9,0 out of 9,4 out of 9,2 out of 9,8 out of 9,0 out of 9,5 out of 10,1 out of 10,5 out of 10,2 out of 10,5 out of 10,2 out of 10,8 out of 10,0 out of 10
010021,2014,4 out of 10,1 out of 10,0 out of 10,5 out of 10,4 out of 10,4 out of 10,4 out of 10,2 out of 10,4 out of 9,4 out of 9,2 out of 9,5 out of 9,4 out of 9,7 out of 9,5 out of 9,3 out of 9,4 out of 10,4 out of 10,2 out of 10,5 out of 10,4 out of 10,7 out of 10,5 out of 10,3 out of 10
010021,2015,6 out of 10,2 out of 10,7 out of 10,6 out of 10,2 out of 10,7 out of 10,2 out of 10,3 out of 10,3 out of 9,4 out of 9,6 out of 9,4 out of 9,4 out of 9,8 out of 9,2 out of 9,2 out of 9,6 out of 10,4 out of 10,7 out of 10,6 out of 10,4 out of 10,8 out of 10,2 out of 10,3 out of 10
010021,2016,6 out of 10,2 out of 10,7 out of 10,6 out of 10,2 out of 10,7 out of 10,2 out of 10,3 out of 10,3 out of 9,4 out of 9,6 out of 9,4 out of 9,4 out of 9,8 out of 9,2 out of 9,2 out of 9,6 out of 10,4 out of 10,7 out of 10,6 out of 10,4 out of 10,8 out of 10,2 out of 10,3 out of 10
010022,2014,10 out of 10,5 out of 10,5 out of 10,7 out of 10,10 out of 10,8 out of 10,1 out of 10,9 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,9 out of 9,0 out of 9,0 out of 9,0 out of 9,10 out of 10,5 out of 10,5 out of 10,7 out of 10,10 out of 10,8 out of 10,1 out of 10,9 out of 10
010022,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
010022,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
010023,2013,5 out of 10,4 out of 10,1 out of 10,4 out of 10,3 out of 10,0 out of 10,4 out of 10,4 out of 10,0 out of 9,0 out of 9,0 out of 9,4 out of 9,0 out of 9,0 out of 9,0 out of 9,3 out of 9,5 out of 10,4 out of 10,1 out of 10,4 out of 10,3 out of 10,0 out of 10,4 out of 10,4 out of 10
010023,2014,3 out of 10,1 out of 10,0 out of 10,2 out of 10,2 out of 10,1 out of 10,3 out of 10,0 out of 10,0 out of 9,0 out of 9,1 out of 9,1 out of 9,3 out of 9,3 out of 9,3 out of 9,0 out of 9,3 out of 10,1 out of 10,1 out of 10,2 out of 10,3 out of 10,3 out of 10,3 out of 10,0 out of 10
010023,2015,2 out of 10,0 out of 10,1 out of 10,1 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,2 out of 10,0 out of 10,1 out of 10,1 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10
010023,2016,2 out of 10,0 out of 10,1 out of 10,1 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,2 out of 10,0 out of 10,1 out of 10,1 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10
010024,2013,8 out of 10,4 out of 10,5 out of 10,4 out of 10,5 out of 10,0 out of 10,10 out of 10,3 out of 10,6 out of 9,3 out of 9,4 out of 9,3 out of 9,4 out of 9,4 out of 9,9 out of 9,3 out of 9,8 out of 10,4 out of 10,5 out of 10,4 out of 10,5 out of 10,4 out of 10,10 out of 10,3 out of 10
010024,2014,5 out of 10,3 out of 10,5 out of 10,4 out of 10,3 out of 10,3 out of 10,5 out of 10,1 out of 10,0 out of 9,0 out of 9,0 out of 9,1 out of 9,0 out of 9,4 out of 9,0 out of 9,0 out of 9,5 out of 10,3 out of 10,5 out of 10,4 out of 10,3 out of 10,4 out of 10,5 out of 10,1 out of 10
010024,2015,4 out of 10,1 out of 10,2 out of 10,2 out of 10,2 out of 10,0 out of 10,5 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,1 out of 9,3 out of 9,1 out of 9,0 out of 9,4 out of 10,1 out of 10,2 out of 10,2 out of 10,2 out of 10,3 out of 10,5 out of 10,0 out of 10
010024,2016,4 out of 10,1 out of 10,2 out of 10,2 out of 10,2 out of 10,0 out of 10,5 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,1 out of 9,3 out of 9,1 out of 9,0 out of 9,4 out of 10,1 out of 10,2 out of 10,2 out of 10,2 out of 10,3 out of 10,5 out of 10,0 out of 10
010025,2013,8 out of 10,0 out of 10,0 out of 10,0 out of 10,4 out of 10,3 out of 10,3 out of 10,6 out of 10,4 out of 9,0 out of 9,0 out of 9,0 out of 9,3 out of 9,4 out of 9,0 out of 9,4 out of 9,8 out of 10,0 out of 10,0 out of 10,0 out of 10,4 out of 10,4 out of 10,3 out of 10,6 out of 10
010029,2013,8 out of 10,6 out of 10,4 out of 10,6 out of 10,5 out of 10,10 out of 10,9 out of 10,5 out of 10,7 out of 9,1 out of 9,0 out of 9,0 out of 9,0 out of 9,9 out of 9,9 out of 9,0 out of 9,8 out of 10,6 out of 10,4 out of 10,6 out of 10,5 out of 10,10 out of 10,9 out of 10,5 out of 10
010029,2014,8 out of 10,5 out of 10,4 out of 10,6 out of 10,5 out of 10,6 out of 10,7 out of 10,4 out of 10,1 out of 9,0 out of 9,0 out of 9,3 out of 9,0 out of 9,0 out of 9,0 out of 9,1 out of 9,8 out of 10,5 out of 10,4 out of 10,6 out of 10,5 out of 10,6 out of 10,7 out of 10,4 out of 10
010029,2015,6 out of 10,2 out of 10,1 out of 10,4 out of 10,3 out of 10,5 out of 10,3 out of 10,2 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,6 out of 10,2 out of 10,1 out of 10,4 out of 10,3 out of 10,5 out of 10,3 out of 10,2 out of 10
010029,2016,6 out of 10,2 out of 10,1 out of 10,4 out of 10,3 out of 10,5 out of 10,3 out of 10,2 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,6 out of 10,2 out of 10,1 out of 10,4 out of 10,3 out of 10,5 out of 10,3 out of 10,2 out of 10
010032,2014,4 out of 10,0 out of 10,3 out of 10,7 out of 10,4 out of 10,2 out of 10,1 out of 10,8 out of 10,4 out of 9,1 out of 9,5 out of 9,2 out of 9,1 out of 9,3 out of 9,0 out of 9,7 out of 9,4 out of 10,1 out of 10,5 out of 10,7 out of 10,4 out of 10,3 out of 10,1 out of 10,8 out of 10
010032,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
010032,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
010033,2013,4 out of 10,9 out of 10,4 out of 10,4 out of 10,6 out of 10,5 out of 10,7 out of 10,3 out of 10,0 out of 9,7 out of 9,3 out of 9,2 out of 9,5 out of 9,4 out of 9,6 out of 9,2 out of 9,4 out of 10,9 out of 10,4 out of 10,4 out of 10,6 out of 10,5 out of 10,7 out of 10,3 out of 10
010033,2014,6 out of 10,9 out of 10,6 out of 10,4 out of 10,7 out of 10,5 out of 10,7 out of 10,3 out of 10,3 out of 9,8 out of 9,4 out of 9,2 out of 9,6 out of 9,3 out of 9,5 out of 9,2 out of 9,6 out of 10,9 out of 10,6 out of 10,4 out of 10,7 out of 10,5 out of 10,7 out of 10,3 out of 10
010033,2015,5 out of 10,9 out of 10,6 out of 10,5 out of 10,7 out of 10,4 out of 10,6 out of 10,2 out of 10,3 out of 9,5 out of 9,0 out of 9,3 out of 9,4 out of 9,4 out of 9,2 out of 9,0 out of 9,5 out of 10,9 out of 10,6 out of 10,5 out of 10,7 out of 10,4 out of 10,6 out of 10,2 out of 10
010033,2016,5 out of 10,9 out of 10,6 out of 10,5 out of 10,7 out of 10,4 out of 10,6 out of 10,2 out of 10,3 out of 9,5 out of 9,0 out of 9,3 out of 9,4 out of 9,4 out of 9,2 out of 9,0 out of 9,5 out of 10,9 out of 10,6 out of 10,5 out of 10,7 out of 10,4 out of 10,6 out of 10,2 out of 10
010034,2013,8 out of 10,4 out of 10,0 out of 10,6 out of 10,7 out of 10,0 out of 10,10 out of 10,5 out of 10,6 out of 9,3 out of 9,3 out of 9,2 out of 9,6 out of 9,0 out of 9,9 out of 9,3 out of 9,8 out of 10,4 out of 10,3 out of 10,6 out of 10,7 out of 10,0 out of 10,10 out of 10,5 out of 10
010034,2014,10 out of 10,6 out of 10,3 out of 10,7 out of 10,10 out of 10,9 out of 10,8 out of 10,6 out of 10,9 out of 9,5 out of 9,2 out of 9,4 out of 9,9 out of 9,9 out of 9,0 out of 9,0 out of 9,10 out of 10,6 out of 10,3 out of 10,7 out of 10,10 out of 10,9 out of 10,8 out of 10,6 out of 10
010034,2015,10 out of 10,7 out of 10,5 out of 10,6 out of 10,10 out of 10,10 out of 10,10 out of 10,6 out of 10,9 out of 9,3 out of 9,4 out of 9,0 out of 9,9 out of 9,9 out of 9,9 out of 9,0 out of 9,10 out of 10,7 out of 10,5 out of 10,6 out of 10,10 out of 10,10 out of 10,10 out of 10,6 out of 10
010034,2016,10 out of 10,7 out of 10,5 out of 10,6 out of 10,10 out of 10,10 out of 10,10 out of 10,6 out of 10,9 out of 9,3 out of 9,4 out of 9,0 out of 9,9 out of 9,9 out of 9,9 out of 9,0 out of 9,10 out of 10,7 out of 10,5 out of 10,6 out of 10,10 out of 10,10 out of 10,10 out of 10,6 out of 10
010035,2013,4 out of 10,4 out of 10,6 out of 10,5 out of 10,5 out of 10,3 out of 10,6 out of 10,3 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,2 out of 9,4 out of 10,4 out of 10,6 out of 10,5 out of 10,5 out of 10,3 out of 10,6 out of 10,3 out of 10
010035,2014,7 out of 10,3 out of 10,7 out of 10,5 out of 10,5 out of 10,2 out of 10,4 out of 10,4 out of 10,5 out of 9,0 out of 9,0 out of 9,4 out of 9,3 out of 9,3 out of 9,3 out of 9,3 out of 9,7 out of 10,3 out of 10,7 out of 10,5 out of 10,5 out of 10,3 out of 10,4 out of 10,4 out of 10
010035,2015,6 out of 10,2 out of 10,5 out of 10,5 out of 10,3 out of 10,4 out of 10,4 out of 10,2 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,6 out of 10,2 out of 10,5 out of 10,5 out of 10,3 out of 10,4 out of 10,4 out of 10,2 out of 10
010035,2016,6 out of 10,2 out of 10,5 out of 10,5 out of 10,3 out of 10,4 out of 10,4 out of 10,2 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,6 out of 10,2 out of 10,5 out of 10,5 out of 10,3 out of 10,4 out of 10,4 out of 10,2 out of 10
010036,2013,5 out of 10,1 out of 10,0 out of 10,1 out of 10,3 out of 10,3 out of 10,4 out of 10,1 out of 10,0 out of 9,1 out of 9,1 out of 9,0 out of 9,2 out of 9,6 out of 9,1 out of 9,0 out of 9,5 out of 10,1 out of 10,1 out of 10,1 out of 10,3 out of 10,6 out of 10,4 out of 10,1 out of 10
010036,2014,5 out of 10,0 out of 10,2 out of 10,4 out of 10,0 out of 10,5 out of 10,6 out of 10,2 out of 10,0 out of 9,0 out of 9,1 out of 9,4 out of 9,0 out of 9,1 out of 9,1 out of 9,0 out of 9,5 out of 10,0 out of 10,2 out of 10,4 out of 10,0 out of 10,5 out of 10,6 out of 10,2 out of 10
010036,2015,2 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,3 out of 10,4 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,3 out of 9,3 out of 9,0 out of 9,2 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,3 out of 10,4 out of 10,0 out of 10
010036,2016,2 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,3 out of 10,4 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,3 out of 9,3 out of 9,0 out of 9,2 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,3 out of 10,4 out of 10,0 out of 10
010038,2013,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,1 out of 9,1 out of 9,3 out of 9,1 out of 9,2 out of 9,0 out of 9,1 out of 9,0 out of 9,1 out of 10,1 out of 10,3 out of 10,1 out of 10,2 out of 10,0 out of 10,1 out of 10,0 out of 10
010038,2014,2 out of 10,0 out of 10,0 out of 10,3 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,2 out of 9,1 out of 9,0 out of 9,3 out of 9,1 out of 9,1 out of 9,0 out of 9,0 out of 9,2 out of 10,1 out of 10,0 out of 10,3 out of 10,1 out of 10,1 out of 10,0 out of 10,0 out of 10
010038,2015,1 out of 10,1 out of 10,0 out of 10,6 out of 10,1 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 9,3 out of 9,3 out of 9,4 out of 9,4 out of 9,4 out of 9,3 out of 9,3 out of 9,1 out of 10,3 out of 10,3 out of 10,6 out of 10,4 out of 10,4 out of 10,3 out of 10,3 out of 10
010038,2016,1 out of 10,1 out of 10,0 out of 10,6 out of 10,1 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 9,3 out of 9,3 out of 9,4 out of 9,4 out of 9,4 out of 9,3 out of 9,3 out of 9,1 out of 10,3 out of 10,3 out of 10,6 out of 10,4 out of 10,4 out of 10,3 out of 10,3 out of 10
010039,2013,1 out of 10,5 out of 10,2 out of 10,3 out of 10,3 out of 10,4 out of 10,3 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,5 out of 9,4 out of 9,0 out of 9,1 out of 10,5 out of 10,2 out of 10,3 out of 10,3 out of 10,5 out of 10,4 out of 10,0 out of 10
010039,2014,2 out of 10,4 out of 10,2 out of 10,4 out of 10,3 out of 10,4 out of 10,6 out of 10,2 out of 10,0 out of 9,0 out of 9,1 out of 9,2 out of 9,1 out of 9,3 out of 9,5 out of 9,2 out of 9,2 out of 10,4 out of 10,2 out of 10,4 out of 10,3 out of 10,4 out of 10,6 out of 10,2 out of 10
