ProviderId,DataYear,MId_60_PTId_7_ProcedureVolume,MId_60_PTId_1_ProcedureVolume,MId_60_PTId_4_ProcedureVolume,MId_60_PTId_2_ProcedureVolume,MId_60_PTId_5_ProcedureVolume,MId_60_PTId_8_ProcedureVolume,MId_60_PTId_9_ProcedureVolume,MId_60_PTId_3_ProcedureVolume,MId_60_PTId_6_ProcedureVolume
440137,2014,NULL,120,129,0,239,NULL,747,1337,36
440137,2015,716,20,30,0,77,18,4,174,28
440137,2016,6,89,316,0,215,11,825,674,68
440141,2014,NULL,0,0,0,0,NULL,0,0,0
440141,2015,0,0,0,0,0,0,0,0,0
440144,2014,NULL,110,148,0,361,NULL,435,148,1401
440144,2015,0,108,105,0,358,3,1389,20,756
440144,2016,16,97,135,338,475,26,1084,321,730
440147,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
440147,2016,0,0,0,0,0,0,0,0,0
440148,2014,NULL,11,41,70,101,NULL,6,492,1
440148,2015,5,0,44,19,68,0,8,295,0
440148,2016,2,14,46,64,124,0,17,596,21
440150,2014,NULL,259,515,0,122,NULL,48,1995,181
440150,2015,635,275,430,0,135,0,54,1998,196
440150,2016,59,265,296,0,173,108,72,1771,276
440151,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
440151,2015,678,0,219,583,627,11,0,1559,0
440151,2016,568,25,227,518,577,13,200,1324,0
440152,2014,NULL,30,113,41,63,NULL,21,69,2
440152,2015,11,60,194,21,211,111,2375,181,31
440152,2016,25,58,227,0,391,102,1191,904,17
440153,2014,NULL,67,82,0,0,NULL,3,1,1
440153,2015,0,0,0,0,2,0,59,1,0
440153,2016,0,0,9,244,2,3,21,708,3
440156,2014,NULL,1010,841,0,1065,NULL,43,5328,41
440156,2015,512,717,707,0,1040,0,64,4925,35
440156,2016,57,353,480,71,1528,302,266,5248,328
440159,2014,NULL,140,31,4,198,NULL,433,114,178
440159,2015,505,124,8,355,277,3,0,96,177
440159,2016,0,18,26,4,62,14,6,128,208
440161,2014,NULL,1373,1005,344,351,NULL,165,8997,524
440161,2015,2764,1082,1045,310,390,0,142,8851,461
440161,2016,211,707,969,313,658,521,300,9527,400
440168,2014,NULL,9,0,52,0,NULL,3,254,0
440168,2015,0,0,0,0,0,0,0,0,0
440173,2014,NULL,592,74,0,258,NULL,6,167,244
440173,2015,45,1122,1254,0,281,67,8,165,140
440173,2016,263,260,727,0,324,179,4,221,290
440174,2014,NULL,0,0,0,10,NULL,2,55,3
440175,2014,NULL,22,2,0,6,NULL,16,24,100
440175,2015,4,19,15,362,54,0,42,367,170
440175,2016,7,36,240,232,93,1,54,573,209
440176,2014,NULL,474,475,0,269,NULL,59,472,21
440176,2015,0,163,511,0,161,15,58,476,415
440176,2016,64,94,297,0,177,74,80,499,70
440180,2014,NULL,78,48,37,2,NULL,14,725,3
440180,2015,1,105,38,59,129,2,0,455,4
440180,2016,8,112,34,65,4,12,65,771,7
440181,2014,NULL,0,0,0,0,NULL,0,0,0
440181,2015,0,0,0,0,0,0,0,0,0
440181,2016,0,0,0,0,30,0,233,0,0
440182,2014,NULL,6,164,244,15,NULL,3,692,0
440182,2015,0,2,334,430,0,0,155,409,10
440182,2016,4,0,290,368,5,0,21,576,28
440183,2014,NULL,429,567,536,650,NULL,968,607,228
440183,2015,188,384,582,552,543,96,1013,498,223
440183,2016,310,251,398,546,277,275,751,540,290
440184,2014,NULL,68,297,58,89,NULL,10,159,3
440184,2015,0,39,1193,383,71,8,32,186,3
440184,2016,36,12,784,397,68,36,60,267,2
440185,2014,NULL,275,500,5,1424,NULL,356,4331,724
440185,2015,44,233,487,7,197,44,77,3354,452
440185,2016,28,182,413,12,383,104,123,3582,937
440187,2014,NULL,10,125,0,259,NULL,409,821,18
440187,2015,0,28,33,0,182,21,1036,963,43
440187,2016,7,27,161,0,63,8,359,880,35
440189,2014,NULL,378,159,839,351,NULL,64,414,149
440189,2015,4,157,169,611,217,27,15,172,48
440189,2016,17,143,101,964,204,286,43,334,100
440192,2014,NULL,5,283,0,583,NULL,489,447,0
440192,2015,228,21,75,0,807,42,186,147,50
440192,2016,0,15,55,0,1040,11,237,373,110
440193,2014,NULL,291,98,0,23,NULL,11,168,63
440193,2015,0,108,0,0,177,32,390,92,56
440193,2016,37,141,219,0,724,65,120,1285,242
440194,2014,NULL,223,261,0,468,NULL,71,4275,428
440194,2015,308,206,298,0,408,0,82,4046,79
440194,2016,26,139,233,0,547,160,90,3560,141
440197,2014,NULL,131,193,0,678,NULL,1015,3511,72
440197,2015,326,137,217,0,704,0,2085,3893,218
440197,2016,56,116,189,0,501,46,3502,4048,89
440200,2014,NULL,0,2,0,187,NULL,3,158,19
440200,2015,0,0,5,0,1,0,0,70,0
440200,2016,0,4,0,0,0,0,0,117,57
440218,2014,NULL,0,0,0,0,NULL,0,0,0
440218,2015,0,0,0,0,152,0,0,0,0
440218,2016,1964,0,0,0,0,0,0,0,0
440227,2014,NULL,145,320,0,338,NULL,59,1831,268
440227,2015,230,168,356,0,300,0,44,1964,174
440227,2016,19,106,300,0,338,83,87,2123,289
440228,2014,NULL,97,325,0,687,NULL,1073,754,6
440228,2015,13,89,220,0,620,41,1173,629,108
440228,2016,15,126,373,0,403,71,1562,712,407
440231,2014,NULL,0,0,0,0,NULL,0,0,0
440231,2015,0,0,0,0,0,0,0,0,0
440231,2016,0,0,0,0,0,0,0,0,0
440232,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
440232,2015,0,0,0,0,0,0,0,14,0
440232,2016,13,0,0,0,0,0,0,0,0
441303,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
441304,2014,NULL,2,0,0,0,NULL,0,0,0
441304,2015,0,0,0,0,0,0,14,0,0
441304,2016,0,0,0,0,0,0,13,0,0
441305,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
441305,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
441305,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
441307,2014,NULL,1,0,0,5,NULL,1,21,7
441307,2015,11,161,264,25,235,11,384,316,347
441307,2016,2,13,112,46,52,2,33,502,24
441308,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
441308,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
441308,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
441309,2014,NULL,0,15,28,0,NULL,2,348,0
441309,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
441309,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
441310,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
441310,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
441310,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
441311,2014,NULL,0,13,0,0,NULL,0,179,0
441311,2015,0,1,10,0,1,0,0,160,0
441311,2016,0,0,11,0,0,0,0,162,0
441314,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
441314,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
441314,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
441315,2014,NULL,8,0,0,6,NULL,0,9,0
441315,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
441315,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
441318,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450002,2014,NULL,451,940,0,2105,NULL,3006,1196,35
450002,2015,166,491,1148,1,1410,46,1785,1169,74
450002,2016,155,391,843,0,748,61,3340,1241,103
450005,2014,NULL,17,9,0,15,NULL,0,494,0
450005,2015,5,24,16,0,7,0,8,509,6
450007,2014,NULL,416,373,1325,1387,NULL,1081,5763,2143
450007,2015,31,234,232,742,760,64,95,3840,2541
450007,2016,21,280,109,867,782,68,82,4240,2546
450010,2014,NULL,393,375,0,1139,NULL,2089,1015,84
450010,2015,28,333,520,0,1133,0,1836,1006,1
450010,2016,22,337,450,0,1625,699,1989,904,1
450011,2014,NULL,414,742,30,1038,NULL,1988,1227,96
450011,2015,56,446,451,32,840,18,1979,1006,229
450011,2016,59,493,231,45,345,17,136,866,133
450015,2014,NULL,300,1713,1451,1986,NULL,1726,2568,1157
450015,2015,151,440,1412,1707,2347,1190,4038,2660,1550
450015,2016,304,507,3105,2567,2971,2733,6761,8224,1668
450018,2014,NULL,1236,3578,2015,5098,NULL,10860,4514,1010
450018,2015,72,1118,939,2356,6386,1778,12103,3194,1311
450018,2016,91,939,831,2511,7242,1935,13014,2979,1513
450021,2014,NULL,290,359,0,366,NULL,153,9419,0
450021,2015,76,231,438,4,803,44,261,5677,39
450021,2016,134,302,384,23,1442,466,213,7946,35
450023,2014,NULL,10,37,0,0,NULL,0,4,16
450023,2015,52,165,379,0,501,32,1011,1421,288
450023,2016,30,226,355,0,421,31,1098,1471,384
450024,2014,NULL,17,691,119,2049,NULL,0,3792,325
450024,2015,906,2,566,45,630,0,74,2,32
450024,2016,3596,19,749,76,2206,3,40,6,368
450028,2014,NULL,531,184,981,152,NULL,1292,987,50
450028,2015,10,414,157,973,262,51,2565,691,61
450028,2016,29,566,101,1128,227,162,2922,1105,139
450029,2014,NULL,312,198,373,705,NULL,1882,1032,2
450029,2015,14,338,211,502,1554,21,2779,799,69
450029,2016,25,313,367,604,994,28,2004,822,105
450032,2014,NULL,18,130,133,386,NULL,0,2013,0
450032,2015,0,0,55,77,156,0,1115,791,7
450032,2016,14,57,65,100,286,8,1953,2344,26
450033,2014,NULL,1247,504,78,736,NULL,2788,2132,87
450033,2015,44,887,425,80,355,55,2004,1736,331
450033,2016,44,1520,395,53,412,327,3913,2359,502
450034,2014,NULL,904,2,0,11,NULL,0,217,0
450034,2015,662,148,135,0,175,71,86,404,149
450034,2016,0,683,0,0,8007,69,2675,2499,45
450035,2014,NULL,235,433,500,859,NULL,1596,3288,163
450035,2015,122,491,426,563,430,34,2458,1992,415
450035,2016,97,307,364,687,374,56,1564,3983,262
450037,2014,NULL,596,960,12,1338,NULL,705,1731,1180
450037,2015,4,630,624,1,975,109,465,1046,1013
450037,2016,74,1279,427,0,610,117,6223,435,1142
450039,2014,NULL,334,357,517,1926,NULL,2909,357,362
450039,2015,0,1103,0,3,50,1,482,360,946
450039,2016,22,1340,233,7,432,50,969,4079,174
450040,2014,NULL,707,543,557,418,NULL,35,5829,171
450040,2015,73,1081,491,409,628,112,872,3457,195
450040,2016,154,3808,392,316,836,341,2162,4841,208
450042,2014,NULL,1655,1092,669,936,NULL,3727,2519,2099
450042,2015,93,914,328,691,636,106,3273,1466,1912
450042,2016,137,935,223,649,569,76,2920,1288,1544
450044,2014,NULL,1734,489,1164,719,NULL,176,5242,2505
450044,2015,14,1295,272,1248,2001,755,374,3857,3214
450044,2016,42,1962,469,1263,2468,1689,1178,6220,4724
450046,2014,NULL,2470,1929,128,3494,NULL,2933,4658,114
450046,2015,2338,2447,1426,165,3479,0,3063,4414,45
450046,2016,0,4194,303,0,2844,1520,8865,3647,259
450051,2014,NULL,547,183,156,108,NULL,18,2841,2
450051,2015,194,633,256,194,104,37,56,2334,48
450051,2016,179,436,209,161,126,56,71,3835,44
450052,2014,NULL,1,12,0,0,NULL,61,269,4
450052,2015,0,0,0,0,20,0,3,98,0
450052,2016,2,3,1,0,3,0,8,172,0
450054,2014,NULL,5486,5787,5550,15731,NULL,27017,13327,8191
450054,2015,645,5562,4510,6549,12890,3100,3245,6923,9501
450054,2016,276,1827,1103,446,812,1078,1420,3809,918
450055,2014,NULL,17,11,26,17,NULL,9,328,0
450055,2015,0,14,14,33,20,0,36,276,1
450055,2016,3,15,17,15,204,0,16,349,3
450056,2014,NULL,521,554,62,656,NULL,947,2125,70
450056,2015,169,952,359,50,601,195,1369,1501,182
450056,2016,286,568,254,32,874,233,892,1752,166
450058,2014,NULL,289,693,26,1280,NULL,327,1471,16
450058,2015,382,2388,906,617,4540,328,5735,4283,419
450058,2016,441,1171,799,700,5926,483,5580,5969,591
450064,2014,NULL,314,82,488,60,NULL,130,121,0
450064,2015,75,287,81,474,46,1,19,81,46
450064,2016,82,275,76,510,48,1,40,101,50
450068,2014,NULL,1092,212,21,64,NULL,138,4030,64
450068,2015,18,1116,311,18,111,92,186,4011,147
450068,2016,27,619,337,46,451,174,172,5597,293
450072,2014,NULL,52,183,227,88,NULL,125,1049,37
450072,2015,774,2114,464,52,2660,798,2097,1566,2204
450072,2016,8,196,211,234,264,70,1566,1010,154
450073,2014,NULL,3,23,149,88,NULL,0,268,0
450073,2015,1,1,25,161,149,0,4,110,24
450078,2014,NULL,0,0,0,0,NULL,0,0,0
450078,2015,0,0,0,0,0,0,0,0,0
450078,2016,0,0,0,0,0,0,0,0,0
450079,2014,NULL,96,255,0,362,NULL,35,1265,2
450079,2015,16,67,207,0,203,34,12,828,19
450079,2016,69,53,210,0,273,66,27,1222,28
450080,2014,NULL,50,297,0,674,NULL,84,350,59
450080,2015,0,140,635,20,1321,187,1309,1810,82
450080,2016,41,144,83,0,183,15,836,567,183
450082,2014,NULL,45,11,0,21,NULL,4,25,0
450082,2015,0,4,0,0,55,0,293,31,0
450082,2016,0,12,0,0,146,0,628,82,7
450083,2014,NULL,1494,714,0,894,NULL,5838,7584,5179
450083,2015,356,1645,977,0,1089,236,11673,5692,5013
450083,2016,12169,3275,1089,98,1376,1502,169,5607,378
450085,2014,NULL,12,16,0,89,NULL,8,235,39
450085,2015,0,0,15,0,25,0,3,89,50
450085,2016,0,12,11,0,27,0,4,90,21
450087,2014,NULL,321,112,0,149,NULL,72,1409,103
450087,2015,260,265,123,0,123,0,35,1323,183
450087,2016,45,131,121,0,55,31,579,1209,240
450090,2014,NULL,31,7,138,113,NULL,301,834,12
450090,2015,5,22,19,0,59,0,335,109,37
450090,2016,1,13,4,383,115,0,830,706,64
450092,2014,NULL,58,32,485,39,NULL,39,550,0
450092,2015,7,59,18,578,12,1,44,210,1
450092,2016,1,37,17,645,24,0,106,345,5
450097,2014,NULL,373,139,103,400,NULL,1964,3556,32
450097,2015,459,457,171,104,632,0,2220,3239,57
450097,2016,100,222,246,119,607,183,4241,4909,125
450099,2014,NULL,177,356,0,179,NULL,54,167,13
450099,2015,0,44,180,0,43,0,14,126,27
450099,2016,0,351,176,0,219,0,84,122,4
450101,2014,NULL,8903,521,472,1647,NULL,2200,4179,1121
450101,2015,523,10164,514,492,1567,0,2175,4023,1385
450101,2016,189,903,1908,1987,2720,169,5303,4448,2681
450102,2014,NULL,964,570,800,1895,NULL,62,8253,7334
450102,2015,253,1923,1813,2488,6049,551,8019,8947,11194
450102,2016,313,449,1293,3003,5092,709,3304,14029,14600
450104,2014,NULL,74,175,0,209,NULL,22,1952,3
450104,2015,13,112,257,687,191,5,18,1344,40
450104,2016,25,38,161,954,249,18,62,1902,55
450107,2014,NULL,474,408,0,1688,NULL,3828,2224,284
450107,2015,387,418,364,0,1755,0,2086,1826,187
450107,2016,39,145,379,0,2317,93,5771,1910,161
450108,2014,NULL,25,84,89,471,NULL,639,365,233
450108,2015,0,10,2,121,427,0,771,272,57
450108,2016,1,16,68,94,183,15,236,709,89
450119,2014,NULL,171,139,0,242,NULL,108,951,298
450119,2015,6,588,72,2,222,48,118,514,299
450119,2016,5,266,57,4,276,23,83,581,224
450124,2014,NULL,159,298,486,1248,NULL,2985,159,10
450124,2015,214,171,252,336,1356,32,3650,1036,195
450124,2016,45,112,154,354,1212,36,2825,1567,166
450128,2014,NULL,0,112,0,352,NULL,0,13,11
450128,2015,315,23,100,0,440,96,0,732,1
450128,2016,285,23,90,0,340,96,0,730,0
450130,2014,NULL,273,72,348,394,NULL,21,1036,413
450130,2015,33,365,86,334,414,50,32,610,212
450130,2016,64,355,54,287,365,17,52,803,201
450132,2014,NULL,1155,175,356,355,NULL,233,2964,292
450132,2015,159,457,45,336,362,0,176,2152,621
450132,2016,27,746,109,320,260,50,74,1016,936
450133,2014,NULL,287,1065,233,425,NULL,18,1359,134
450133,2015,358,170,1051,264,361,1370,54,1221,85
450133,2016,67,154,1009,257,384,1303,37,1089,114
450135,2014,NULL,275,211,56,443,NULL,55,415,26
450135,2015,190,373,216,57,419,0,73,445,124
450135,2016,115,390,144,2,355,3,45,417,96
450137,2014,NULL,293,395,0,91,NULL,90,1966,15
450137,2015,227,350,440,0,88,3,104,1280,25
450137,2016,331,273,433,0,78,5,229,1632,20
450143,2014,NULL,37,48,0,209,NULL,286,48,0
450143,2015,2,36,0,0,42,0,44,413,0
450143,2016,8,16,0,0,12,0,28,455,0
450144,2014,NULL,9,107,0,127,NULL,80,634,7
450144,2015,1,3,6,0,8,0,70,150,5
450144,2016,1,1,5,0,3,0,6,294,7
450147,2014,NULL,311,422,0,1208,NULL,1156,2567,649
450147,2015,16,415,91,0,642,63,1193,2050,538
450147,2016,7,481,175,0,350,90,116,2833,187
450148,2014,NULL,60,82,0,107,NULL,5,148,79
450148,2015,6,41,51,0,73,2,14,190,130
450148,2016,10,40,32,0,43,3,5,328,120
450152,2014,NULL,91,401,910,812,NULL,0,3574,0
450152,2015,344,252,342,256,208,136,214,1004,116
450152,2016,1371,462,118,420,953,15,5,3585,0
450154,2014,NULL,0,137,913,355,NULL,29,105,0
450154,2015,0,168,66,279,39,0,52,735,0
450154,2016,0,39,210,172,76,0,130,636,0
450155,2014,NULL,1,1,0,21,NULL,13,206,0
450155,2015,12,0,3,0,65,0,41,47,0
450155,2016,1,1,14,0,54,0,46,170,0
450162,2014,NULL,1,248,0,608,NULL,459,1872,1258
450162,2015,2333,0,513,0,536,0,0,1602,340
450162,2016,5025,2,683,0,790,0,6,1763,0
450163,2014,NULL,56,9,0,508,NULL,1,451,0
450163,2015,0,13,0,0,479,1,2593,116,1
450163,2016,0,156,0,0,508,0,3889,210,10
450165,2014,NULL,18,6,165,29,NULL,4,1014,48
450165,2015,5,17,6,166,28,0,8,900,16
450165,2016,9,13,5,180,21,1,11,1047,10
450176,2014,NULL,36,88,10,61,NULL,587,76,1621
450176,2015,16,27,27,0,138,0,33,1459,59
450176,2016,21,30,16,0,183,5,80,1426,201
450177,2014,NULL,0,100,224,210,NULL,15,643,0
450177,2015,21,40,3,220,89,0,1223,415,21
450177,2016,13,90,0,254,67,2,1213,488,18
450178,2014,NULL,0,0,0,0,NULL,14,845,6
450178,2015,1,3,0,0,1,0,7,329,15
450178,2016,0,0,0,0,12,0,11,253,20
450184,2014,NULL,2764,880,861,1521,NULL,569,9604,1320
450184,2015,320,2656,1334,1086,1846,391,785,6859,1154
450184,2016,349,1719,832,1052,1842,658,667,9784,1603
450187,2014,NULL,26,159,220,480,NULL,725,542,26
450187,2015,11,292,116,167,173,0,432,189,35
450187,2016,22,15,105,171,40,1,448,707,33
450188,2014,NULL,1,0,18,0,NULL,8,257,29
450192,2014,NULL,4,7,215,316,NULL,441,436,88
450192,2015,1,1,8,244,37,0,13,288,78
450192,2016,9,0,0,285,12,0,11,411,42
450193,2014,NULL,2179,1025,322,1702,NULL,622,5715,630
450193,2015,277,2841,1143,288,1883,402,3855,4655,747
450193,2016,358,1050,789,246,1683,818,1566,5982,877
450194,2014,NULL,8,29,0,274,NULL,13,592,643
450194,2015,0,0,1,0,44,1,20,272,942
450194,2016,2,3,11,0,96,0,10,580,885
450196,2014,NULL,842,398,783,1178,NULL,3209,2911,66
450196,2015,24,430,329,941,624,17,5355,1713,108
450196,2016,41,212,273,469,292,94,6149,2646,107
450200,2014,NULL,265,418,0,611,NULL,1241,1424,1261
450200,2015,15,260,264,0,315,83,1162,545,747
450200,2016,10,244,293,0,149,247,60,1907,210
450203,2014,NULL,157,158,0,291,NULL,432,427,520
450203,2015,0,533,329,0,190,35,0,1138,0
450203,2016,62,150,135,13,889,97,111,3778,1984
450209,2014,NULL,121,104,0,191,NULL,50,2455,3
450209,2015,85,303,211,0,86,1,73,1310,53
450209,2016,43,144,66,0,33,1,59,1321,26
450210,2014,NULL,1,8,0,1,NULL,7,278,0
450210,2015,0,14,0,0,0,0,3,120,0
450210,2016,0,1,0,0,0,0,0,317,0
450211,2014,NULL,284,413,186,319,NULL,120,549,194
450211,2015,34,401,521,200,469,116,1507,403,313
450211,2016,53,285,311,344,253,194,1335,440,293
450213,2014,NULL,1029,724,279,438,NULL,62,226,0
450213,2015,265,1210,683,380,427,0,82,3089,1
450213,2016,175,1534,417,874,3429,1675,12258,5884,194
450214,2014,NULL,81,142,114,330,NULL,1473,909,8
450214,2015,18,0,19,94,10,1,11,759,0
450214,2016,113,11,11,92,22,2,254,487,2
450219,2014,NULL,21,36,0,15,NULL,35,692,0
450219,2015,9,10,113,6,81,0,18,398,0
450219,2016,10,11,58,288,106,2,24,462,16
450221,2014,NULL,4,2,13,10,NULL,1,346,0
450221,2015,0,3,2,5,6,0,0,358,0
450221,2016,0,5,6,0,16,0,4,224,1
450222,2014,NULL,721,116,0,2117,NULL,70,764,66
450222,2015,860,584,124,0,2141,0,110,811,129
450222,2016,41,233,92,0,1966,57,308,987,276
450229,2014,NULL,3702,435,10,1012,NULL,697,3028,711
450229,2015,480,5369,523,47,1103,371,339,2458,2743
450229,2016,0,1460,101,0,322,69,1063,1603,103
450231,2014,NULL,1584,845,12,756,NULL,197,1156,256
450231,2015,334,1733,948,0,283,139,280,2835,302
450231,2016,357,1918,591,0,291,291,543,2845,502
450235,2014,NULL,0,2,2,29,NULL,103,49,37
450235,2015,0,8,64,4,33,0,39,17,92
450235,2016,21,0,18,0,36,2,11,8,52
450236,2014,NULL,142,166,101,52,NULL,909,644,0
450236,2015,1,189,173,267,85,7,1180,509,9
450236,2016,12,54,126,99,101,12,818,907,37
450237,2014,NULL,971,2,0,790,NULL,1048,3869,67
450237,2015,24256,12309,2073,1406,20245,10272,17143,19030,3474
450237,2016,22461,12070,17732,1349,20128,9603,15878,17758,3554
450241,2014,NULL,0,0,0,0,NULL,0,0,0
450241,2015,15,0,0,0,0,0,0,0,0
450241,2016,0,0,0,0,0,0,0,0,0
450243,2014,NULL,0,0,0,0,NULL,0,0,0
450243,2015,0,0,0,0,0,0,0,0,0
450243,2016,0,0,0,0,0,0,0,0,0
450253,2014,NULL,0,0,575,54,NULL,6,314,0
450253,2015,51,0,0,496,43,0,27,271,0
450253,2016,58,0,0,567,31,0,3,19,0
450271,2014,NULL,338,149,386,395,NULL,402,2138,409
450271,2015,4,296,133,341,667,46,1257,1901,455
450271,2016,7,968,138,402,1023,84,635,2992,1394
450272,2014,NULL,182,390,0,2029,NULL,2995,381,2653
450272,2015,18,26,176,0,144,0,60,229,23
450272,2016,43,92,88,0,213,28,111,203,17
450280,2014,NULL,208,159,0,39,NULL,43,2843,7
450280,2015,64,214,178,0,28,34,57,1119,23
450280,2016,63,152,128,0,38,35,48,1227,25
450289,2014,NULL,1972,1646,1139,6809,NULL,6518,7306,526
450289,2015,23,1280,500,2222,7951,2457,14848,4202,1074
450289,2016,1,1979,1348,2190,6784,2919,12810,8110,1047
450292,2014,NULL,5,24,0,139,NULL,4,448,106
450292,2015,0,2,16,0,80,0,4,157,18
450292,2016,1,5,20,0,75,0,4,126,5
450293,2014,NULL,0,0,0,0,NULL,0,0,0
450293,2015,0,0,0,0,0,0,0,0,0
450293,2016,0,0,0,69,0,0,0,0,0
450296,2014,NULL,0,0,0,0,NULL,0,0,0
450299,2014,NULL,212,130,0,1431,NULL,2121,770,39
450299,2015,34,99,89,0,1653,21,2889,698,107
450299,2016,51,113,49,0,610,19,2831,665,97
450306,2014,NULL,0,0,158,0,NULL,0,0,0
450306,2015,0,0,0,174,0,0,0,0,0
450306,2016,0,0,0,145,0,0,0,0,0
450324,2014,NULL,452,317,1,336,NULL,38,2122,15
450324,2015,86,746,716,157,458,128,73,2647,50
450324,2016,74,251,261,141,324,97,44,2141,34
450330,2014,NULL,1087,695,0,373,NULL,1095,726,424
450330,2015,5,41,34,0,294,20,997,329,306
450330,2016,0,306,412,0,280,93,758,172,32
450340,2014,NULL,578,258,627,1579,NULL,1888,2455,553
450340,2015,41,275,212,1051,796,16,238,1811,483
450340,2016,16,269,386,1335,1567,10,145,3451,471
450346,2014,NULL,830,247,1,271,NULL,24,2439,965
450346,2015,97,440,238,2,159,40,43,1489,719
450346,2016,224,409,124,0,177,132,112,1409,546
450347,2014,NULL,60,129,237,361,NULL,12,2151,134
450347,2015,51,101,158,199,325,5,13,1715,163
450347,2016,53,89,119,197,471,16,45,2761,127
450348,2014,NULL,0,0,0,0,NULL,0,0,0
450348,2015,0,0,0,0,0,0,0,107,0
450348,2016,0,0,0,0,0,0,148,62,0
450351,2014,NULL,21,98,312,208,NULL,21,837,66
450351,2015,3,16,17,414,207,3,25,273,49
450351,2016,0,20,21,496,273,2,26,372,50
450352,2014,NULL,49,110,0,115,NULL,21,1743,14
450352,2015,0,14,209,84,516,137,0,2132,2
450352,2016,17,59,93,0,146,12,31,1222,101
450358,2014,NULL,2375,672,511,1456,NULL,857,3888,2276
450358,2015,293,2124,794,550,1845,1003,1129,3322,1381
450358,2016,311,1593,1017,589,1713,1408,891,4855,2726
450369,2014,NULL,6,27,116,58,NULL,6,293,0
450369,2015,0,5,11,82,12,0,2,202,14
450369,2016,0,2,9,46,38,0,5,243,18
450370,2014,NULL,18,119,707,78,NULL,433,1314,0
450370,2015,0,19,153,802,87,0,459,1160,0
450370,2016,0,14,144,1077,72,0,295,1667,0
450372,2014,NULL,51,93,0,165,NULL,20,1761,2
450372,2015,101,65,68,160,186,0,32,1390,49
450372,2016,82,74,76,404,404,43,34,3286,82
450373,2014,NULL,0,0,0,0,NULL,0,0,0
450379,2014,NULL,33,159,474,634,NULL,144,952,26
450379,2015,2,411,49,413,1363,11,570,128,2
450379,2016,0,1,9,444,1947,1,749,4,4
450388,2014,NULL,2178,953,317,1406,NULL,275,5544,429
450388,2015,3017,1818,853,286,1302,0,266,6018,348
450388,2016,421,2898,973,254,1639,792,1407,5800,960
450389,2014,NULL,52,332,281,215,NULL,7,2248,1067
450389,2015,3,46,404,268,972,1,1902,1179,975
450389,2016,15,52,319,313,103,1,367,1090,645
450395,2014,NULL,27,18,0,239,NULL,14,660,49
450395,2015,3,33,7,0,125,1,605,274,80
450395,2016,1,0,0,0,318,0,0,534,0
450399,2014,NULL,1,0,0,0,NULL,0,289,18
450399,2015,0,0,2,0,0,0,4,122,16
450399,2016,0,0,0,0,0,0,16,113,11
450400,2014,NULL,4,18,0,13,NULL,6,160,0
450400,2015,0,0,42,0,16,0,35,178,0
450400,2016,0,0,28,0,7,0,17,104,0
450403,2014,NULL,403,27,0,130,NULL,28,934,42
450403,2015,275,406,31,0,93,0,13,771,20
450403,2016,8,309,45,0,125,98,13,576,50
450411,2014,NULL,0,0,89,0,NULL,135,0,0
450411,2015,198,0,0,108,3,0,96,449,0
450411,2016,174,17,1,76,6,0,107,483,0
450419,2014,NULL,3,0,0,88,NULL,4,587,7
450419,2015,0,3,0,0,69,0,2,584,72
450419,2016,0,1,1,0,56,0,3,344,12
450422,2014,NULL,11,6,50,799,NULL,18,132,464
450422,2015,137,0,0,44,720,0,10,130,513
450422,2016,306,16,0,65,651,0,15,194,525
