ProviderId,DataYear,PAYM_30_AMI_Payment,PAYM_30_HF_Payment,PAYM_30_PN_Payment,PAYM_30_AMI_LowerEstimate,PAYM_30_HF_LowerEstimate,PAYM_30_PN_LowerEstimate,PAYM_30_AMI_HigherEstimate,PAYM_30_HF_HigherEstimate,PAYM_30_PN_HigherEstimate,PAYM_30_AMI_Denominator,PAYM_30_HF_Denominator,PAYM_30_PN_Denominator,PAYM_30_AMI_NationalComparisonCategory,PAYM_30_HF_NationalComparisonCategory,PAYM_30_PN_NationalComparisonCategory
151324,2015,Not Available,"$15,539","$14,761",Not Available,"$13,683","$13,312",Not Available,"$17,547","$16,192",Not Available,85,143,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
151326,2016,"$22,605","$16,375","$15,662","$19,463","$14,437","$14,111","$26,130","$18,531","$17,166",27,76,134,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
151327,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
151329,2015,Not Available,"$13,897","$13,426",Not Available,"$12,307","$12,177",Not Available,"$15,634","$14,621",Not Available,88,174,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
151330,2016,Not Available,"$15,730","$14,432",Not Available,"$13,920","$12,768",Not Available,"$17,839","$16,077",Not Available,80,102,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
151332,2016,Not Available,"$15,576","$13,807",Not Available,"$14,046","$12,392",Not Available,"$17,279","$15,225",Not Available,116,117,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
151333,2015,Not Available,"$17,963","$15,688",Not Available,"$15,481","$14,221",Not Available,"$20,986","$17,116",Not Available,42,158,Number of Cases Too Small,Greater than the National Average Payment,No Different than the National Average Payment
151335,2016,"$22,511","$15,312","$13,347","$19,690","$13,701","$11,858","$25,927","$17,215","$14,794",39,100,108,No Different than the National Average Payment,No Different than the National Average Payment,Less than the National Average Payment
160001,2014,20646,NULL,NULL,18398,NULL,NULL,23185,NULL,NULL,83,NULL,NULL,No Different than the National Average Payment,NULL,NULL
160005,2015,Not Available,"$13,542","$12,113",Not Available,"$11,868","$11,022",Not Available,"$15,265","$13,257",Not Available,88,172,Number of Cases Too Small,No Different than the National Average Payment,Less than the National Average Payment
160008,2015,"$19,154","$13,197","$12,249","$16,747","$11,839","$11,172","$22,092","$14,702","$13,333",35,118,190,No Different than the National Average Payment,Less than the National Average Payment,Less than the National Average Payment
160013,2016,Not Available,"$15,237","$16,527",Not Available,"$13,439","$14,756",Not Available,"$17,345","$18,206",Not Available,71,116,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
160016,2014,23687,NULL,NULL,21746,NULL,NULL,25719,NULL,NULL,227,NULL,NULL,Greater than the National Average Payment,NULL,NULL
160028,2016,"$23,021","$15,949","$13,981","$20,693","$14,460","$12,704","$25,525","$17,599","$15,273",102,145,167,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
160032,2015,Not Available,"$12,318","$12,026",Not Available,"$10,921","$10,888",Not Available,"$13,800","$13,182",Not Available,100,148,Number of Cases Too Small,Less than the National Average Payment,Less than the National Average Payment
121301,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
121303,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Number of Cases Too Small,Number of Cases Too Small
121304,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL
121306,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL
130007,2014,20856,NULL,NULL,19210,NULL,NULL,22619,NULL,NULL,212,NULL,NULL,No Different than the National Average Payment,NULL,NULL
130013,2014,21094,NULL,NULL,18602,NULL,NULL,24040,NULL,NULL,56,NULL,NULL,No Different than the National Average Payment,NULL,NULL
130014,2015,"$20,712","$13,065","$13,467","$17,941","$11,489","$11,870","$24,001","$14,910","$15,098",37,80,83,No Different than the National Average Payment,Less than the National Average Payment,No Different than the National Average Payment
130018,2016,"$22,299","$16,447","$13,322","$20,671","$14,938","$12,382","$24,027","$18,094","$14,261",251,166,322,No Different than the National Average Payment,No Different than the National Average Payment,Less than the National Average Payment
130025,2016,Not Available,"$14,301","$15,354",Not Available,"$12,329","$13,147",Not Available,"$16,589","$17,442",Not Available,39,58,Not Available,No Different than the National Average Payment,No Different than the National Average Payment
130028,2016,"$24,017","$17,089","$14,728","$21,723","$15,403","$13,287","$26,574","$18,924","$16,159",122,140,133,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
13003F,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
130063,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
130065,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Number of Cases Too Small,Number of Cases Too Small
130067,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
131302,2015,Not Available,Not Available,"$17,550",Not Available,Not Available,"$15,833",Not Available,Not Available,"$19,356",Not Available,Not Available,107,Number of Cases Too Small,Number of Cases Too Small,Greater than the National Average Payment
131303,2016,Not Available,Not Available,"$14,504",Not Available,Not Available,"$12,076",Not Available,Not Available,"$16,953",Not Available,Not Available,27,Number of Cases Too Small,Number of Cases Too Small,No Different than the National Average Payment
131305,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
131307,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
131308,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Number of Cases Too Small,Number of Cases Too Small
131309,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small
131310,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
131312,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small
131313,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
131314,2016,Not Available,"$17,616","$16,600",Not Available,"$15,102","$14,328",Not Available,"$20,596","$19,032",Not Available,30,45,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
131315,2015,Not Available,Not Available,"$15,221",Not Available,Not Available,"$13,084",Not Available,Not Available,"$17,271",Not Available,Not Available,58,Number of Cases Too Small,Number of Cases Too Small,No Different than the National Average Payment
131316,2015,Not Available,"$16,254","$15,202",Not Available,"$13,792","$12,889",Not Available,"$19,224","$17,476",Not Available,30,43,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
150179,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
150181,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL
150182,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
151300,2015,Not Available,"$16,236","$14,477",Not Available,"$13,679","$12,237",Not Available,"$19,242","$16,682",Not Available,25,42,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
151302,2015,Not Available,"$16,748","$17,588",Not Available,"$14,147","$15,776",Not Available,"$19,944","$19,459",Not Available,28,106,Number of Cases Too Small,No Different than the National Average Payment,Greater than the National Average Payment
151303,2015,Not Available,Not Available,"$13,873",Not Available,Not Available,"$11,899",Not Available,Not Available,"$15,783",Not Available,Not Available,49,Not Available,Number of Cases Too Small,No Different than the National Average Payment
151304,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
151305,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
151306,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
151307,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
151308,2016,Not Available,"$15,565","$14,894",Not Available,"$13,467","$13,057",Not Available,"$18,004","$16,720",Not Available,39,82,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
151309,2016,Not Available,"$16,778","$14,627",Not Available,"$14,320","$12,421",Not Available,"$19,563","$16,715",Not Available,36,53,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
151312,2016,Not Available,"$14,897","$13,482",Not Available,"$13,112","$12,147",Not Available,"$16,819","$14,901",Not Available,79,139,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
151313,2015,Not Available,"$13,793","$12,927",Not Available,"$11,791","$11,142",Not Available,"$16,037","$14,769",Not Available,43,64,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
151314,2015,Not Available,Not Available,"$14,501",Not Available,Not Available,"$12,145",Not Available,Not Available,"$16,853",Not Available,Not Available,33,Number of Cases Too Small,Number of Cases Too Small,No Different than the National Average Payment
151315,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
151316,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
151320,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
151322,2015,Not Available,"$15,875","$13,661",Not Available,"$13,947","$12,524",Not Available,"$18,085","$14,842",Not Available,78,205,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
151323,2015,Not Available,"$14,503","$12,900",Not Available,"$12,313","$11,333",Not Available,"$17,116","$14,525",Not Available,35,77,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
151325,2015,Not Available,Not Available,"$12,248",Not Available,Not Available,"$10,553",Not Available,Not Available,"$13,941",Not Available,Not Available,66,Number of Cases Too Small,Number of Cases Too Small,Less than the National Average Payment
151326,2015,Not Available,"$15,049","$14,493",Not Available,"$13,254","$13,018",Not Available,"$17,152","$16,042",Not Available,77,107,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
151327,2015,Not Available,"$15,496","$13,299",Not Available,"$13,549","$11,769",Not Available,"$17,709","$14,752",Not Available,76,102,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
151328,2015,"$21,805","$15,756","$15,241","$18,837","$13,513","$13,783","$25,318","$18,406","$16,574",31,44,180,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
151329,2016,Not Available,"$14,546","$15,118",Not Available,"$13,080","$13,816",Not Available,"$16,290","$16,478",Not Available,111,181,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
151331,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
16003F,2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Missing,NULL,NULL
160040,2015,Not Available,"$15,650","$12,455",Not Available,"$13,421","$10,894",Not Available,"$18,230","$14,040",Not Available,41,82,Number of Cases Too Small,No Different than the National Average Payment,Less than the National Average Payment
160045,2016,"$23,306","$16,668","$15,689","$21,598","$15,655","$14,767","$25,196","$17,714","$16,595",276,446,465,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
160047,2016,"$21,406","$15,379","$13,996","$19,227","$13,983","$13,008","$23,809","$16,952","$15,042",113,173,280,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
160057,2014,19295,NULL,NULL,17908,NULL,NULL,20843,NULL,NULL,231,NULL,NULL,Less than the National Average Payment,NULL,NULL
160058,2015,"$21,480","$16,262","$14,697","$19,740","$15,137","$13,508","$23,271","$17,487","$15,912",212,358,213,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
160064,2014,24299,NULL,NULL,22654,NULL,NULL,25983,NULL,NULL,395,NULL,NULL,Greater than the National Average Payment,NULL,NULL
160067,2016,"$25,321","$16,737","$15,300","$22,742","$15,349","$14,071","$27,989","$18,278","$16,626",123,212,224,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
160079,2015,"$19,702","$14,536","$13,962","$18,282","$13,548","$13,325","$21,309","$15,661","$14,602",243,338,740,Less than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
160080,2014,20682,NULL,NULL,19104,NULL,NULL,22399,NULL,NULL,219,NULL,NULL,No Different than the National Average Payment,NULL,NULL
160082,2015,"$19,434","$14,402","$13,401","$18,260","$13,556","$12,727","$20,689","$15,341","$14,078",379,483,563,Less than the National Average Payment,No Different than the National Average Payment,Less than the National Average Payment
160083,2016,"$23,562","$15,506","$14,369","$22,371","$14,847","$13,756","$24,822","$16,194","$14,973",646,"1,032",884,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
160089,2015,"$21,454","$15,869","$13,601","$19,509","$14,442","$12,496","$23,669","$17,434","$14,685",147,177,212,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
160101,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small
160104,2015,"$22,372","$17,016","$14,514","$19,493","$15,090","$13,119","$25,616","$19,390","$15,890",54,84,140,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
160110,2015,"$23,900","$15,984","$15,074","$22,317","$15,133","$14,143","$25,638","$16,956","$16,063",347,541,396,Greater than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
160112,2016,Not Available,"$13,847","$12,792",Not Available,"$12,349","$11,641",Not Available,"$15,564","$13,979",Not Available,95,191,Number of Cases Too Small,Less than the National Average Payment,Less than the National Average Payment
160117,2015,"$22,629","$15,030","$14,868","$19,973","$13,649","$13,773","$25,695","$16,558","$15,966",66,171,248,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
160122,2016,"$21,050","$14,059","$14,432","$18,138","$12,480","$12,719","$24,138","$15,799","$16,117",32,90,100,No Different than the National Average Payment,Less than the National Average Payment,No Different than the National Average Payment
160124,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
160146,2015,"$18,545","$14,279","$12,861","$16,660","$13,094","$11,816","$20,762","$15,657","$13,833",87,193,238,Less than the National Average Payment,No Different than the National Average Payment,Less than the National Average Payment
160153,2016,"$21,359","$16,945","$13,955","$19,789","$15,703","$12,914","$23,000","$18,355","$15,043",261,249,258,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
161302,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
161303,2015,Not Available,Not Available,"$16,044",Not Available,Not Available,"$13,543",Not Available,Not Available,"$18,630",Not Available,Not Available,36,Not Available,Number of Cases Too Small,No Different than the National Average Payment
161307,2016,Not Available,"$15,554","$14,885",Not Available,"$13,464","$12,986",Not Available,"$17,946","$16,861",Not Available,42,64,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
161308,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
131318,2015,Not Available,Not Available,"$12,917",Not Available,Not Available,"$10,442",Not Available,Not Available,"$15,427",Not Available,Not Available,25,Number of Cases Too Small,Number of Cases Too Small,No Different than the National Average Payment
131321,2015,Not Available,Not Available,"$14,370",Not Available,Not Available,"$12,449",Not Available,Not Available,"$16,251",Not Available,Not Available,78,Number of Cases Too Small,Number of Cases Too Small,No Different than the National Average Payment
131322,2015,Not Available,Not Available,"$12,199",Not Available,Not Available,"$10,342",Not Available,Not Available,"$13,926",Not Available,Not Available,64,Number of Cases Too Small,Number of Cases Too Small,Less than the National Average Payment
131324,2016,Not Available,Not Available,"$13,491",Not Available,Not Available,"$10,912",Not Available,Not Available,"$16,049",Not Available,Not Available,26,Not Available,Number of Cases Too Small,No Different than the National Average Payment
131325,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
131326,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
131327,2016,Not Available,"$15,077","$13,444",Not Available,"$13,057","$11,785",Not Available,"$17,371","$15,189",Not Available,44,77,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
131328,2015,Not Available,"$13,680","$13,269",Not Available,"$11,644","$11,656",Not Available,"$16,099","$14,961",Not Available,33,86,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
140002,2016,"$23,145","$14,965","$13,996","$20,685","$13,995","$13,089","$25,868","$16,018","$14,927",96,367,320,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
140007,2016,"$24,562","$17,844","$16,815","$23,139","$17,100","$16,012","$26,069","$18,649","$17,574",525,982,669,Greater than the National Average Payment,Greater than the National Average Payment,Greater than the National Average Payment
140008,2014,22999,NULL,NULL,21146,NULL,NULL,25044,NULL,NULL,190,NULL,NULL,No Different than the National Average Payment,NULL,NULL
140010,2015,"$22,640","$17,266","$14,236","$21,575","$16,697","$13,775","$23,766","$17,817","$14,674",744,"1,848","1,582",No Different than the National Average Payment,Greater than the National Average Payment,No Different than the National Average Payment
140011,2014,21501,NULL,NULL,18773,NULL,NULL,24536,NULL,NULL,55,NULL,NULL,No Different than the National Average Payment,NULL,NULL
140012,2016,"$23,836","$15,678","$12,796","$21,360","$14,205","$11,655","$26,690","$17,336","$13,904",99,152,186,No Different than the National Average Payment,No Different than the National Average Payment,Less than the National Average Payment
140013,2015,"$20,820","$15,472","$14,057","$18,783","$14,269","$13,114","$23,270","$16,794","$14,968",106,255,373,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
140015,2015,"$24,642","$14,343","$12,513","$22,871","$13,579","$11,928","$26,487","$15,183","$13,108",320,622,682,Greater than the National Average Payment,Less than the National Average Payment,Less than the National Average Payment
140018,2014,21499,NULL,NULL,19017,NULL,NULL,24072,NULL,NULL,96,NULL,NULL,No Different than the National Average Payment,NULL,NULL
140019,2016,Not Available,"$15,910","$14,091",Not Available,"$14,165","$12,715",Not Available,"$18,031","$15,488",Not Available,84,141,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
140026,2015,"$20,955","$15,524","$13,975","$18,311","$13,967","$12,947","$23,870","$17,216","$14,978",52,150,263,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
140029,2016,"$22,855","$15,549","$15,185","$20,794","$14,466","$14,245","$25,099","$16,766","$16,143",165,306,394,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
140032,2016,"$20,833","$14,336","$14,102","$18,645","$13,333","$13,129","$23,308","$15,404","$15,169",80,336,292,No Different than the National Average Payment,Less than the National Average Payment,No Different than the National Average Payment
140033,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
140034,2016,"$23,215","$14,440","$13,792","$20,807","$13,461","$12,850","$25,896","$15,484","$14,744",92,323,316,No Different than the National Average Payment,Less than the National Average Payment,Less than the National Average Payment
140040,2014,20949,NULL,NULL,18484,NULL,NULL,23948,NULL,NULL,65,NULL,NULL,No Different than the National Average Payment,NULL,NULL
140043,2016,"$25,157","$15,054","$14,148","$22,581","$13,980","$13,103","$27,857","$16,214","$15,184",122,301,253,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
161309,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
161311,2015,Not Available,Not Available,"$13,848",Not Available,Not Available,"$11,661",Not Available,Not Available,"$16,036",Not Available,Not Available,44,Number of Cases Too Small,Number of Cases Too Small,No Different than the National Average Payment
161312,2016,Not Available,Not Available,"$18,049",Not Available,Not Available,"$15,647",Not Available,Not Available,"$20,515",Not Available,Not Available,49,Number of Cases Too Small,Number of Cases Too Small,Greater than the National Average Payment
161313,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
161316,2015,Not Available,"$16,830","$15,838",Not Available,"$14,251","$13,748",Not Available,"$19,843","$18,021",Not Available,35,58,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
161317,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
161318,2015,Not Available,"$15,381","$12,902",Not Available,"$13,071","$11,509",Not Available,"$18,252","$14,259",Not Available,33,130,Number of Cases Too Small,No Different than the National Average Payment,Less than the National Average Payment
161319,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
161320,2016,Not Available,Not Available,"$20,372",Not Available,Not Available,"$17,783",Not Available,Not Available,"$22,961",Not Available,Not Available,48,Not Available,Number of Cases Too Small,Greater than the National Average Payment
161321,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
161322,2015,Not Available,Not Available,"$13,929",Not Available,Not Available,"$11,783",Not Available,Not Available,"$16,173",Not Available,Not Available,47,Number of Cases Too Small,Number of Cases Too Small,No Different than the National Average Payment
161325,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
161326,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
161327,2016,Not Available,"$17,607","$17,068",Not Available,"$15,168","$14,782",Not Available,"$20,503","$19,332",Not Available,39,47,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
161328,2015,Not Available,Not Available,"$14,145",Not Available,Not Available,"$12,068",Not Available,Not Available,"$16,089",Not Available,Not Available,54,Number of Cases Too Small,Number of Cases Too Small,No Different than the National Average Payment
161329,2016,Not Available,Not Available,"$16,941",Not Available,Not Available,"$14,372",Not Available,Not Available,"$19,549",Not Available,Not Available,34,Number of Cases Too Small,Number of Cases Too Small,No Different than the National Average Payment
161330,2016,Not Available,Not Available,"$17,526",Not Available,Not Available,"$14,965",Not Available,Not Available,"$20,129",Not Available,Not Available,30,Number of Cases Too Small,Number of Cases Too Small,Greater than the National Average Payment
161331,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
161333,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
161335,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
161336,2015,Not Available,Not Available,"$13,423",Not Available,Not Available,"$11,363",Not Available,Not Available,"$15,322",Not Available,Not Available,48,Not Available,Number of Cases Too Small,No Different than the National Average Payment
161339,2016,Not Available,"$15,260","$14,490",Not Available,"$13,096","$12,898",Not Available,"$17,774","$16,093",Not Available,35,116,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
161342,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
161343,2015,Not Available,"$14,207","$14,130",Not Available,"$12,425","$12,710",Not Available,"$16,182","$15,547",Not Available,69,125,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
161345,2015,Not Available,"$13,688","$13,136",Not Available,"$11,700","$10,941",Not Available,"$16,012","$15,200",Not Available,37,36,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
161346,2016,Not Available,Not Available,"$15,045",Not Available,Not Available,"$13,083",Not Available,Not Available,"$17,018",Not Available,Not Available,66,Number of Cases Too Small,Number of Cases Too Small,No Different than the National Average Payment
161348,2016,Not Available,Not Available,"$12,971",Not Available,Not Available,"$11,106",Not Available,Not Available,"$14,833",Not Available,Not Available,64,Number of Cases Too Small,Number of Cases Too Small,No Different than the National Average Payment
151332,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
151333,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
151334,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
151335,2015,"$21,199","$14,982","$12,289","$18,533","$13,361","$10,958","$24,207","$16,785","$13,526",53,103,124,No Different than the National Average Payment,No Different than the National Average Payment,Less than the National Average Payment
160005,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
160008,2016,"$21,312","$15,650","$13,070","$18,541","$13,923","$11,924","$24,615","$17,475","$14,331",29,101,181,No Different than the National Average Payment,No Different than the National Average Payment,Less than the National Average Payment
160013,2015,Not Available,"$14,644","$15,150",Not Available,"$12,768","$13,403",Not Available,"$16,751","$16,873",Not Available,66,104,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
160016,2015,"$24,062","$15,446","$13,419","$22,013","$14,329","$12,420","$26,310","$16,684","$14,365",186,263,290,Greater than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
160024,2016,"$21,080","$14,093","$13,267","$19,116","$12,993","$12,175","$23,200","$15,351","$14,294",132,231,238,No Different than the National Average Payment,Less than the National Average Payment,Less than the National Average Payment
