ProviderId,DataYear,PAYM_30_AMI_Payment,PAYM_30_HF_Payment,PAYM_30_PN_Payment,PAYM_30_AMI_LowerEstimate,PAYM_30_HF_LowerEstimate,PAYM_30_PN_LowerEstimate,PAYM_30_AMI_HigherEstimate,PAYM_30_HF_HigherEstimate,PAYM_30_PN_HigherEstimate,PAYM_30_AMI_Denominator,PAYM_30_HF_Denominator,PAYM_30_PN_Denominator,PAYM_30_AMI_NationalComparisonCategory,PAYM_30_HF_NationalComparisonCategory,PAYM_30_PN_NationalComparisonCategory
450241,2016,Not Available,Not Available,"$14,740",Not Available,Not Available,"$12,292",Not Available,Not Available,"$17,282",Not Available,Not Available,27,Number of Cases Too Small,Number of Cases Too Small,No Different than the National Average Payment
450253,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
450271,2014,23559,NULL,NULL,20987,NULL,NULL,26208,NULL,NULL,113,NULL,NULL,No Different than the National Average Payment,NULL,NULL
450289,2014,21701,NULL,NULL,19006,NULL,NULL,24801,NULL,NULL,54,NULL,NULL,No Different than the National Average Payment,NULL,NULL
450293,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
450299,2015,"$21,071","$14,914","$12,384","$18,593","$13,496","$11,121","$23,593","$16,476","$13,795",81,160,110,No Different than the National Average Payment,No Different than the National Average Payment,Less than the National Average Payment
450306,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
450324,2014,24753,NULL,NULL,22825,NULL,NULL,26841,NULL,NULL,288,NULL,NULL,Greater than the National Average Payment,NULL,NULL
450330,2015,"$22,634","$17,543","$15,454","$20,046","$15,731","$14,216","$25,592","$19,469","$16,673",74,147,202,No Different than the National Average Payment,Greater than the National Average Payment,No Different than the National Average Payment
450346,2015,"$23,942","$16,293","$15,223","$22,024","$15,211","$14,307","$25,980","$17,396","$16,115",242,382,426,Greater than the National Average Payment,No Different than the National Average Payment,Greater than the National Average Payment
450348,2016,Not Available,"$15,979","$11,629",Not Available,"$13,595","$10,315",Not Available,"$18,678","$12,985",Not Available,28,116,Number of Cases Too Small,No Different than the National Average Payment,Less than the National Average Payment
450358,2014,23509,NULL,NULL,22087,NULL,NULL,25051,NULL,NULL,454,NULL,NULL,Greater than the National Average Payment,NULL,NULL
450369,2015,Not Available,Not Available,"$12,686",Not Available,Not Available,"$11,050",Not Available,Not Available,"$14,370",Not Available,Not Available,74,Number of Cases Too Small,Number of Cases Too Small,No Different than the National Average Payment
450370,2016,Not Available,"$15,403","$13,995",Not Available,"$13,962","$12,631",Not Available,"$17,056","$15,487",Not Available,131,131,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
450372,2016,"$23,167","$16,233","$14,404","$19,911","$14,904","$13,367","$26,754","$17,675","$15,470",35,224,256,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
450379,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
450389,2015,"$21,214","$14,276","$12,555","$18,934","$13,145","$11,828","$23,804","$15,485","$13,266",88,257,461,No Different than the National Average Payment,No Different than the National Average Payment,Less than the National Average Payment
450395,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
450400,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
450403,2015,"$23,295","$16,956","$16,451","$21,148","$15,615","$15,300","$25,681","$18,393","$17,545",147,273,306,No Different than the National Average Payment,Greater than the National Average Payment,Greater than the National Average Payment
450411,2015,Not Available,"$13,770","$14,946",Not Available,"$12,011","$13,252",Not Available,"$15,798","$16,669",Not Available,66,77,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
450422,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL
450447,2016,"$23,895","$13,892","$15,060","$20,648","$12,674","$13,496","$27,620","$15,199","$16,673",27,182,124,No Different than the National Average Payment,Less than the National Average Payment,No Different than the National Average Payment
450451,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
450460,2015,Not Available,"$14,732","$12,748",Not Available,"$12,723","$11,128",Not Available,"$17,049","$14,288",Not Available,51,70,Number of Cases Too Small,No Different than the National Average Payment,Less than the National Average Payment
450462,2015,"$23,660","$17,333","$15,751","$22,105","$16,479","$14,993","$25,288","$18,276","$16,516",378,716,684,Greater than the National Average Payment,Greater than the National Average Payment,Greater than the National Average Payment
450465,2016,"$24,462","$18,123","$15,805","$21,568","$16,275","$14,050","$27,600","$20,135","$17,566",60,121,94,No Different than the National Average Payment,Greater than the National Average Payment,No Different than the National Average Payment
450475,2015,Not Available,"$14,785","$12,954",Not Available,"$13,033","$11,627",Not Available,"$16,901","$14,269",Not Available,76,118,Number of Cases Too Small,No Different than the National Average Payment,Less than the National Average Payment
450469,2014,23867,NULL,NULL,21705,NULL,NULL,26398,NULL,NULL,162,NULL,NULL,Greater than the National Average Payment,NULL,NULL
450475,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
450484,2016,"$22,784","$16,265","$15,723","$20,730","$14,821","$14,379","$25,142","$17,703","$16,979",140,208,218,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
450488,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL
450489,2015,Not Available,Not Available,"$11,581",Not Available,Not Available,"$9,529",Not Available,Not Available,"$13,654",Not Available,Not Available,36,Number of Cases Too Small,Number of Cases Too Small,Less than the National Average Payment
450498,2016,Not Available,"$14,497","$15,175",Not Available,"$12,286","$12,959",Not Available,"$16,954","$17,224",Not Available,29,54,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
450508,2014,22887,NULL,NULL,20312,NULL,NULL,26024,NULL,NULL,78,NULL,NULL,No Different than the National Average Payment,NULL,NULL
